quadrat,acne,acpl,acru,acsp,aial,amar,astr,beth,caca,caco,cade,cagl,caovl,casp,cato,ceca,ceoc,chvi,coal,coam,cofl,crpr,crsp,divi,elum,fagr,fram,frni,frpe,frsp,havi,ilve,juci,juni,libe,litu,loma,nysy,pato,pipu,pist,pivi,ploc,prav,prpe,prse,qual,quco,qufa,qumi,qumu,qupr,quru,qusp,quve,romu,rops,rual,rupe,ruph,saal,saca,tiam,ulam,ulru,ulsp,unk,vipr,vire
1612,,,,,,,,,,5,,4,1,,1,,,,,,,,,,,,2,,,,,,,,1,12,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,7,,,,
1613,,,,,,,,,,16,,,,,1,2,2,,,,,,,,,,3,,,,,,,,1,2,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,4,
1614,,,,,,,,,,10,,1,1,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,2,,2,2,
1615,,,1,,,,,,1,2,,,,,,2,1,,,,,,,,,,5,,,,,,,1,1,,,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,6,1,,2,
1616,,,,,,,,,,3,,3,,,,1,,1,,,2,,,,,,1,1,,,,,,,,1,,6,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,1,,
1617,,,1,,,2,,,1,,,8,2,,2,1,,,,,1,,,,,,,,,,,,,,,2,,8,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
1618,,,,,,,,,,,,4,1,,5,,,,,,1,,,,,,,,,,,,,,,5,,3,,,1,,,,,,4,,,,,1,1,,1,,,,,,,,,,,,,,
1619,,,1,,,1,50,,,,,12,1,,5,1,,,,,1,,,,,,,,,,,,,,,2,,2,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,
1620,,1,,,,,61,,,,,,,,1,,1,,,,,,,,,,2,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
1621,1,,,,,,58,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,
1622,,,,,,,21,,,1,,2,1,,3,9,,,,,7,,,,,,,,,,,,,1,3,,,1,,,,,1,,,,2,,,,,,,,,,,,,,,,,,4,,,1,
1623,,,1,,,,,,,,,7,,,3,,,,,,2,,,,,,,,,,,,,,,,,1,,,2,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,
1624,,,,,,,,,,,,4,,,1,1,,,,,2,,,,,,,,,,,,,,,,,4,,,,,,,,,3,,,,,,4,,,,,,,,1,,,,,,,,
1625,,,,,,,,,,,,8,,,2,,,,,,4,,,,,1,,,,,,,,,,,,7,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,
1626,,,1,,,,,,,,,3,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,1,2,,,,,1,,,,,7,2,,2,,,,,,,,,,,,1,,
1627,,,,,,,,,,,,,,,2,1,1,,,,2,,,,,,4,,,,,,,,,,,6,,,,,,,,,5,,,,,2,2,,,,,,,,,,,,1,,,,
1628,,,,,,,,,,,,2,1,,,3,5,,,,2,,,,,,1,,,,,,,1,,,,2,,,,,,,,,1,,,,,,1,,2,,,,,,,,,,1,,,,
1629,,,,,,,,,,,,,,,,7,3,,,,,,,,,1,4,,,,,,,2,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1630,,,,,,,,,,,,,,,,1,,,,,2,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
1631,,,,,,,,,,,,1,,,,1,,,,,2,,,,,,5,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,
1632,,,,,,,,,,,,,,,,,,,,,4,,,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,2,,,,,
1701,,,,,1,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,372,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,1,,,,
1702,,,,,4,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,405,1,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,
1703,,,,,3,,,,,,,,,,,,,,,,1,,,,,,4,1,,,,,,1,191,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,
1704,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,24,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,
1705,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,,,,,,,,27,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,3,,,,
1706,,,,,,,,,,,,,,,2,,,,,,4,,,,,6,,,,,,,,,,6,,1,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,1,,,,
1707,,,,,,,,,,1,,,,,,2,,,,,3,,,,,1,1,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,1,,,,
1708,,,,,,,,,,1,,2,,,,3,,,,,,,,,,2,2,,,,,,,,3,10,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1709,,,,,,,,,,1,,,,,2,,,,,,1,,,,,,2,,,,,,,,,8,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
1710,,,,,,,,,,,,5,3,,3,,,,,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,
1711,,,,,,,2,,,,,,4,,1,,,,,,,,,,,,1,,,,2,,,,1,5,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,3,,,,
1712,,,,,,,1,,,1,,1,,,,1,,,,,,,,,,1,3,,,,,,,,3,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,
1713,,,,,,,21,,,3,,,,,,,,,,,,,1,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,,,9,
1714,,,1,,,,4,,,2,,,,,,1,,,,,,,,,,,4,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,14,
1715,,,,,,,5,,,1,,1,,,2,1,2,,,,1,,,,,,1,,,,,,,,,,,9,,,,,,1,,,6,,,,,,,,,,,,,,,,,,6,,,3,
1716,,,,,,,,,,,,3,,,5,1,,,1,,,,,,,,,,,,,,,,,5,,8,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,
1717,,,,,,1,,,1,,,5,,,5,,,,,,4,,,,,1,,,,,,,,,,2,,4,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,
1718,,,,,,1,,,,,,8,1,,6,,,,,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
1719,,,1,,,,6,,,,,9,3,,9,1,,,,,2,,,,,,1,,,,,,,,,1,,6,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
1720,1,,,,,,45,,,,,,2,,3,2,,,,,1,,,,,,1,,,,,,,,,1,,14,,,1,,,,,,3,,,,,1,,,,,,,,,,,,,2,,,,
1721,1,,,,,,70,,,,,,,1,,6,,,,,,,,,,,4,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
1722,,,,,,,22,,,2,,,,,,1,,,,1,1,,,,,,1,,,,,,,,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,
1723,,,,,,,,,1,2,,,1,,,12,,,,,,,,,,,1,,,,,,,2,2,2,,1,,,,,,,,,4,,,,,,1,,,,,,,,,,,,2,,,,
1724,,,,,,,,,,,,1,,,2,9,,,,,,,,,,,2,,,,,,,,,3,,1,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
1725,,,,,,1,,,,,,13,4,,2,,,,,,2,,,,,,,,,,,,,,,2,,3,,,,,,,,,1,,,,,1,3,,1,,,,,,,,,,,,,,
1726,,,1,,,,,,,,,12,1,,2,,,,,,2,,,,,,1,,,,,,,,,2,,3,,,,,,3,,,,,,,,4,3,,,,,,,,,,,,,,1,,
1727,,,,,,,,,,,,1,1,,,2,6,,,,2,,,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,
1728,,,,,,,,,,1,,1,,,,7,,,,,,,,,,,8,,,,,,,2,,1,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,1,2,,,,
1729,,,,,,,,,,,,,,,,13,,,,,6,,,,,,11,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
1730,,,,,,,3,,,,,1,,,2,6,,,,,2,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,
1731,,,,,,,2,,,,,1,,,,1,,,,,9,,,,,,6,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
1732,,,1,,,,,,,,,,2,,,3,,,,,3,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,1,,
1801,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,88,2,,1,,,,,1,,,1,,,,,,,,,,,2,,,,4,,,,,,,,
1802,,,,,6,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,1,277,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
1803,,,,,5,,4,,,,,,,,,1,,,,,2,,,,,,3,,,,,,,4,221,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
1804,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,,,,,,1,2,64,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,
1805,,,,,,,,,,1,,,,,,,,,,,3,,,,,,4,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,
1806,,,,,,,,,,2,,,,,,,,,,,1,,,,,3,2,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
1807,,,,,,,,,,3,,,,,1,2,,,,,,,,,,,9,,,,,,,,3,5,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
1808,,,,,,,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,2,6,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,,,,,,,,,,2,,2,2,,,1,,,,,,,,,,1,2,,,,,,,,3,10,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,1,
1810,,,,,,,,,1,,,1,3,1,3,,,,,,2,,,,,,,,,,,,,,1,5,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
1811,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,1,,,,2,,,1,10,9,,1,,,,,,,,,,,,,,3,2,,,,,,,,,,,,2,,,,
1812,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,8,2,,,,,,,3,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,1,
1813,,,1,,,,,,,3,,,,,,2,5,,,,,,,,,,2,,,,1,,,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,
1814,,,,,,,1,,,1,,2,,,1,,,,,,,,,,,,4,,,,1,,,,,,,2,,,,,1,1,,,3,,,,,,1,1,,,,,,,,,,,3,,,3,
1815,,,1,,,,,,,,,6,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,17,,,,,,1,,,,,,,,,1,,,,,,,,,,,,2,,,,
1816,,,,,,,,,,,,3,3,1,4,,,,,,3,,,,,,,,,,,,,,,1,,8,,,,,,,,,2,,,,,1,2,,,,,,,,,,,,1,,,,
1817,,1,1,,,2,,,,,,8,2,,10,,,,,,1,,,,,,,,,,,,,,,2,,5,,,,,,,,,1,,,,,1,3,,1,,,,,,,,,,,,,,
1818,,,,,,,,,,,,14,3,,4,1,,,,,1,,,,,,1,,,,,,,,,2,,4,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,
1819,,,,,,1,,,,,,7,1,,5,1,,,,,1,,,,,,,,,,,,,,,2,,5,,,1,,,,,,,,,,,1,4,,2,,,,,,,,,,,,,,
1820,,,4,,,1,,,,,,7,1,1,2,,,,,,6,,,,,,,,,,,,,,,1,,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
1821,,,,,,,82,,,,,2,1,,1,2,,,,,1,,,,,,1,,,,,,,,,4,,9,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,3,,,1,
1822,,,,,,,139,,,3,,,,,,1,1,,,,,,,,,,1,,,,,,,,12,,,2,,,,,1,,,,,,,,,1,,,,,,,,,,,,,4,,,,
1823,,,,,,,4,,,,,,,,,4,1,,,,,,,,,,4,,,,,,,2,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,,,,,,,34,,,3,,,,,,6,,,,,,,,,,,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,,
1825,,,,,,,4,,,1,,5,1,,,6,,,,,1,,,,,,1,,,,,,,1,,2,,2,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,
1826,,,,,,,,,,,,4,1,,2,1,,,,,4,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,1,,,,1,,,,,,,,
1827,,,,,,,,,,,,,,,,7,,,,,2,,,,,,5,,,,,,,,1,8,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
1828,,,,,,,,,,,,,,,,8,4,,,,3,,,,,,7,,1,,,,,,,2,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,
1829,,,,,,,,,,,,1,,1,,9,,,,,1,,,,,,6,,,,,,,,,2,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,5,,,,
1830,,,,,,,,,,,,,,,,6,,,,,3,,,,,2,1,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
1831,,,,,,,,,,,,,,,,,,,,,6,,,,,1,10,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,
1832,,,,,,,,,,,,,,,,6,,,,,5,,,,,,9,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,
1901,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
1903,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,279,1,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,1,,,,
1904,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,29,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1905,,,1,,,,,,,,,,,,,2,,,,,,,,,,,8,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1906,,,,,,,,,,,,,,,,4,,,,,,,,,,1,1,,,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,,18,11,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,
1908,,,,,,,2,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
1909,,,,,,,2,,,4,,3,1,,,1,,,,,,,,,,,,,,,,,,,15,2,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,1,,,,
1910,,,,,,,6,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,13,9,,,,,,,,,,,,,,,,2,1,,,,,,,,,,2,,2,,,,
1911,,,1,,,,,,,2,,2,1,,,,,,,,,,,,,,8,2,,,,,,,13,1,,1,,,,,,,,,,,,,,1,1,,,,,,,,1,,1,1,1,,,,
1912,,,,,,,,,,18,,,,,1,4,,,,,1,,,,,,7,2,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,1,
1913,,,,,,,,,,1,,,,,,1,2,,,,,,,,,,3,1,,,,,,1,4,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,,
1914,,,1,,,,,,,,,3,1,,,2,,,,,,,,,,,10,,,,,,,,,2,,3,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,6,,,,
1915,,,2,,,,1,,,,,3,4,,1,2,,,,,2,,,,,,4,,,,,,,,,5,,6,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
1916,,,,,,,1,,,,,8,2,,3,1,,,,,3,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,
1917,,,,,,1,,,,,,6,,,6,,,,,,3,,,,,,1,,,,,,,,,1,,,,,1,,,,,,2,,,,,,2,,1,,,,,,1,,,,1,,,,
1918,,,,,,1,,,,,,11,,,1,,,,,,5,,,,,,,,,,,,,,,1,,7,,,,,,,,,1,,,,,,2,,2,,,,,,1,,,,,,,,
1919,,,,,,2,,,,,,6,,,2,,,,,,2,,,,,,1,,,,,,,,,1,,2,,,,,,,,,3,,,,,4,7,,2,,,,,,1,,,,,,,,
1920,,,1,,,2,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,2,,,,,1,,,,,,2,,,,,4,,,,,,,,,,,,,,,,,
1921,,,3,,,,25,,,,,5,1,,2,2,,,,,1,,,,,,1,,,,,,,,,5,,2,,,,,,,,,1,,,,,6,2,,,,,,,,,,,,,,,,
1922,,,2,,,,13,,,,,1,1,,1,,,,,,2,,,,,,,,,,1,,,,2,5,,6,,,,,,,,,,,,,,4,2,,,,,,,,,,,,1,,,,
1923,,,,,,1,,,,1,,3,1,,2,,,,,,3,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,2,,,1,
1924,,,1,,,,51,,,2,,1,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,10,1,,2,
1925,,,,,,,101,,,3,,,,2,,3,,,,,1,,,,,,2,,,,,,,,,5,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,14,,1,,
1926,,,,,,,38,,1,,,2,1,,1,7,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,2,,,,
1927,,,,,,,14,,,,,3,1,,,,,,,,1,,,,,,4,,1,,,,,,,4,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,
1928,,,,,,,,,,,,,,,,6,,,,,2,,,,,2,2,,,,,,,,,12,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,3,,,,
1929,,,,,,,,,,,,1,,,1,1,,,,,,,,,,1,2,,,,,,,,,10,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,
1930,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,3,,,,,,,,,4,,,,,,,,,,,2,,,,,,1,,1,,,,,,,,,,1,,,,
1931,,,,,,,,,,,,1,,,,2,,,,,1,,,,,,5,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,
1932,,,,,,,,,,,,,,,,17,,,,,,,,,,,7,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,
2001,,,,,,,,,,,,,,,,1,1,,,,,,,,,,3,,,,,,,2,215,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,3,,1,,
2002,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,119,7,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
2003,,,,,,,,,,,,,,,,2,,,,,1,,,,,,2,,,,,,,3,97,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
2004,,,,,,,,,,,,,,,,1,,,,,2,,,,,,2,,,,,,,,42,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
2005,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,5,,,,,,,,1,10,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,
2006,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
2007,,,,,,,2,,,1,,,,,,,,,,,,,,,,,4,,,,,,,3,52,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,12,,,2,,,,,,1,1,,,,,,,,,,4,,,,,,,1,41,9,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
2009,,,,,,,127,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
2010,,,,,,,110,,,3,,,,,2,,,,,,,,,,,,1,,,,,,,,37,2,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,2,1,,,
2011,,,,,,,22,,,4,,,,,1,1,,,,,,,,,,,,2,,,,,,,39,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,
2012,,,,,,,,,,9,,,,,,,2,,,,1,,,,,,3,2,1,,2,,,,4,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,7,,,2,
2013,,,,,,,,,,4,,1,,,,4,,,,,3,,,,,1,1,,,,2,,,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,1,
2014,,1,,,,,15,,,2,,1,,,1,4,,,,,1,,,,,,1,,,,,,,,2,10,,2,,,,,,2,,,,,,,,1,1,,,,2,,,,,,,,,,,,
2015,,,,,,,,,,,,8,4,1,5,1,,,,,1,,,,,,1,,,,,,,,,4,,2,,,,,,,,,1,,,,,3,1,,3,,,,,,,,,,,,,,
2016,,,,,,,,,,,,7,4,,2,7,,,,,3,,,,,,,,,,,,,,,5,,2,,,,,,,,,2,,,,,1,1,,2,,,,,,,,,,,,,,
2017,,,,,,,,,,,,7,1,,1,9,,,,,2,,,,,,1,,,,,,,,,1,,4,,,,,,,,,3,,,,,1,3,,1,,,,,,1,,,,,,,,
2018,,,2,,,,,,,,,7,,,,,,,,,7,,,,,,3,,,,,,,,,,,17,,,,,,,,,4,,,,,5,4,,,,,,,,1,,,,,,,,
2019,,,2,,,,,,,,,15,4,1,1,,,,,,5,,,,,,1,,,,,,,,,,,8,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,
2020,,,5,,,,,,,,,23,,,1,,,,,,2,,,,,,,,,,,,,,,5,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2021,,,10,,,,1,,,,,12,1,1,,,,,,,2,,,,,,,,,,,,,,,6,,4,,,,,,,,,,,,,,4,2,,1,,,,,,,,,,,,,,
2022,,,5,,,,,,,,,6,2,1,1,,,,,,1,,,,,,,,,,,,,,,2,,3,,,1,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,
2023,,,6,,,,,,,,,4,,,1,,,,,,4,,,,,,1,,,,,,,,,4,,2,,,,,,,,,2,,,,,6,1,,2,,,,,,,,,,,,,,
2024,,,,,,,55,,,2,,3,,1,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,,,,,,162,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,,,,
2026,,,,,,,94,,,,,1,,,,2,1,,,,2,,,,,,2,,,,5,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,1,
2027,,,,,,,11,,,3,,1,,,,9,6,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,6,,,,
2028,,,,,,,,,,1,,,,,1,6,6,,,,1,,,,,,3,,,,,,,1,,3,,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,2,,,,
2029,,,,,,,,,,2,,,,,,2,2,,,,,,,,,,3,,,,,,,2,,7,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,4,,1,,
2030,,,,,,,,,,3,,1,,,1,1,1,,,,1,,,,,,6,,,1,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,
2031,,,,,,,,,,,,,,,,4,5,,,,,,,,,,6,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
2032,,,,,,,3,,,,,,,,,5,3,,,,,,,,,,6,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
