"tag","sp","stemtag","quadrat","treeID","stemID","dbh2008","dbh2013","dbh2018","biannual","intraannual","cored","year.cored","status","illum","crown.condition","crown.position","tree.notes","lx","ly","gx","gy","NAD83_X","NAD83_Y","lat","lon"
50455,"qual",1,508,6338,6338,318.1,333.9,341,0,0,1,"2010-2011","alive",3,1,"sub-canopy","",19.5,18.5,99.5,158.5,747481.3171,4308667.204,38.89203993,-78.14655961
50517,"qual",1,511,6397,6397,167.3,169.9,173,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",2.4,15.2,82.4,215.2,747462.9063,4308723.492,38.89255173,-78.14675136
60060,"qual",1,603,7069,7069,235.2,231.7,231.7,0,0,1,"2010-2011","dead",1,1,"sub-canopy","Poss dead",13.3,14.8,113.3,54.8,747497.5192,4308563.852,38.89110517,-78.14641027
60210,"qual",1,601,7210,7210,217.9,221.8,228,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",4.2,14.8,104.2,14.8,747489.3496,4308523.651,38.89074565,-78.14651884
60331,"qual",1,607,7325,7325,427.1,441,459,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",3.3,8.3,103.3,128.3,747485.8167,4308637.1,38.89176772,-78.14651864
60507,"qual",1,610,7488,7488,354.1,380,415,0,0,1,"2016-2017","alive",4,4,"sub-canopy","",11.5,19.5,111.5,199.5,747492.3627,4308708.471,38.89240824,-78.14641753
62148,"qual",1,620,7726,7726,349.1,349.8,350,0,0,1,"2010-2011","alive",3,2,"sub-canopy","",10.4,14.8,110.4,394.8,747486.7322,4308903.693,38.89416689,-78.14641201
70535,"qual",1,711,8536,8536,382.3,398.3,410,0,0,1,"2010-2011","dead",3,4,"sub-canopy","",15.2,15.9,135.2,215.9,747515.6759,4308725.416,38.89255419,-78.14614293
70601,"qual",1,715,8600,8600,161.6,163.9,166,0,0,1,"2016-2017","dead",2,1,"sub-canopy","Poss dead",18.9,6.4,138.9,286.4,747517.7393,4308795.983,38.89318873,-78.14609373
70602,"qual",1,715,8601,8601,269.2,280.7,310,0,0,1,"2010-2011","alive",4,4,"sub-canopy","",18.4,6.7,138.4,286.7,747517.2325,4308796.272,38.89319147,-78.14609947
80540,"qual",1,813,9616,9616,167.8,172,176,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",7.9,8.7,147.9,248.7,747527.6115,4308758.502,38.89284861,-78.14599355
90130,"qual",1,903,10395,10395,158,165.8,170,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",10.6,11.5,170.6,51.5,747554.8803,4308561.882,38.89107128,-78.14575038
90273,"qual",1,903,10529,10529,164.5,168.2,171,0,0,1,"2010-2011","alive",3,2,"sub-canopy","",13.6,6.2,173.6,46.2,747558.0025,4308556.653,38.89102334,-78.14571631
110870,"qual",1,1106,14235,14235,205,210,214,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",4.1,2.4,204.1,102.4,747587.1905,4308613.545,38.89152716,-78.14535966
111195,"qual",1,1113,14542,14542,113,114,114,0,0,1,"2016-2017","dead",1,1,"sub-canopy","Poss dead",1.2,2.7,201.2,242.7,747581.0364,4308753.74,38.8927907,-78.14537999
112336,"qual",1,1125,15051,15051,505.9,516,518,1,1,1,"2010-2011","alive",3,4,"sub-canopy","",17,13.8,217,493.8,747591.0068,4309005.139,38.89505056,-78.14517451
122211,"qual",1,1220,16736,16736,299.4,221.1,227,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",12.2,11.5,232.2,391.5,747608.576,4308903.22,38.89412829,-78.14500892
122404,"qual",1,1226,16855,16855,494.2,499.9,497,0,0,1,"2010-2011","alive",3,2,"sub-canopy","",15.4,0.3,235.4,500.3,747609.251,4309012.064,38.89510774,-78.14496189
142565,"qual",1,1425,20498,20498,302.4,309.8,319,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",0.1,11.4,260.1,491.4,747634.2,4309004,38.89503,-78.14468
172168,"qual",1,1723,25472,25472,270.7,274.4,279,0,0,1,"2010-2011","alive",3,2,"sub-canopy","",5.5,19,325.5,459,747700.3,4308973,38.89473,-78.14393
192029,"qual",1,1918,28453,28453,359.7,390.9,420,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",9.7,17.2,369.7,357.2,747746.8,4308872,38.89381,-78.14343
10726,"qupr",1,115,1664,1664,706.2,723,753,0,0,1,"2010-2011","alive",4,2,"canopy","",4,8.1,4,288.1,747382.8362,4308794.553,38.89321385,-78.1476479
10731,"qupr",1,115,1669,1669,605.7,618,622,0,0,1,"2010-2011","alive",4,4,"canopy","",8.4,15.9,8.4,295.9,747387.0541,4308802.453,38.89328377,-78.14759648
22031,"qupr",1,217,3062,3062,676,701,736,0,0,1,"2010-2011","alive",4,4,"canopy","",15.7,17.8,35.7,337.8,747413.3747,4308844.975,38.89365907,-78.14727803
22064,"qupr",1,218,3095,3095,678.2,698,711,0,0,1,"2010-2011","alive",4,4,"canopy","",18.4,17.7,38.4,357.7,747415.6123,4308864.933,38.89383806,-78.14724506
32381,"qupr",1,327,4606,4606,807.3,834,872,1,0,1,"2010-2011","alive",4,3,"canopy","",4.6,12.8,44.6,532.8,747417.7484,4309040.129,38.89541429,-78.14715733
40529,"qupr",1,405,5006,5006,481.2,502,528,0,0,1,"2010-2011","alive",3,4,"canopy","",13.8,0.4,73.8,80.4,747457.4359,4308588.528,38.89133855,-78.146863
40538,"qupr",1,405,5015,5015,519.5,542.5,549,0,0,1,"2010-2011","alive",4,4,"canopy","",18.5,12.7,78.5,92.7,747461.8493,4308600.934,38.89144897,-78.1468077
50323,"qupr",1,506,6210,6210,543,546.1,552,0,0,1,"2010-2011","alive",4,4,"canopy","",2.7,1.8,82.7,101.8,747465.8371,4308610.129,38.8915306,-78.14675846
60161,"qupr",1,608,7163,7163,845.9,867,869,1,0,1,"2010-2011","alive",4,3,"canopy","",17.5,11.7,117.5,151.7,747499.47,4308660.823,38.89197739,-78.14635285
60187,"qupr",1,609,7188,7188,592.3,623.4,635,0,0,1,"2010-2011","alive",4,4,"canopy","",10,11.5,110,171.5,747491.5127,4308680.444,38.89215622,-78.14643742
60333,"qupr",1,607,7327,7327,361.2,385.1,405,0,0,1,"2010-2011","alive",4,4,"canopy","",2.8,9.1,102.8,129.1,747485.2983,4308637.888,38.89177496,-78.14652433
60348,"qupr",1,608,7341,7341,559.7,588.3,603,0,0,1,"2010-2011","alive",5,4,"canopy","",4.2,7.4,104.2,147.4,747486.2734,4308656.216,38.89193964,-78.1465065
70334,"qupr",1,706,8341,8341,584.4,638.5,637,0,0,1,"2010-2011","alive",4,3,"canopy","",15.6,19.6,135.6,119.6,747518.3099,4308629.152,38.89168703,-78.1461473
80458,"qupr",1,808,9534,9534,655.3,684.9,700,0,0,1,"2010-2011","alive",4,3,"canopy","",9,13.3,149,153.3,747530.9244,4308663.153,38.8919895,-78.14598977
90653,"qupr",1,912,10897,10897,422.6,441,457,0,0,1,"2010-2011","alive",4,3,"canopy","",3.6,16,163.6,236,747543.6019,4308746.17,38.89273311,-78.14581384
111196,"qupr",1,1113,14543,14543,461.8,473.7,472,0,0,1,"2016-2017","dead",3,1,"canopy","",3.8,4.7,203.8,244.7,747583.5893,4308755.8,38.89280852,-78.14534984
111240,"qupr",1,1113,14586,14586,267.6,280.2,288,0,0,1,"2010-2011","alive",3,4,"canopy","",8.5,18.7,208.5,258.7,747587.9632,4308769.905,38.89293423,-78.14529438
142583,"qupr",1,1427,20516,20516,483.3,506.7,521,0,0,1,"2010-2011","alive",4,4,"canopy","",3.3,4.6,263.3,524.6,747636.6,4309037,38.89532,-78.14464
142602,"qupr",1,1427,20533,20533,584.2,609.8,624,0,0,1,"2010-2011","alive",4,4,"canopy","",13.3,6.1,273.3,526.1,747646.5,4309039,38.89534,-78.14452
152044,"qupr",1,1518,21806,21806,350,387.1,434,0,0,1,"2010-2011","alive",4,3,"canopy","",4.6,4.5,284.6,344.5,747662.1,4308857,38.8937,-78.14441
162415,"qupr",1,1625,23754,23754,357.5,383.1,409,0,0,1,"2010-2011","alive",4,4,"canopy","",19.3,8,319.3,488,747693.4,4309002,38.89499,-78.144
172517,"qupr",1,1726,25801,25801,200.7,231,257,0,0,1,"2010-2011","alive",4,4,"canopy","",5.9,10.8,325.9,510.8,747699.5,4309025,38.8952,-78.14392
192068,"qupr",1,1920,28491,28491,516.9,534.1,546,0,0,1,"2010-2011","alive",4,3,"canopy","",11.1,14.9,371.1,394.9,747747.4,4308910,38.89415,-78.14341
192070,"qupr",1,1921,28493,28493,506,521,542,0,0,1,"2010-2011","alive",4,4,"canopy","",18.2,0.4,378.2,400.4,747754.3,4308916,38.8942,-78.14333
192074,"qupr",1,1921,28497,28497,387,411.5,429,0,0,1,"2010-2011","alive",4,3,"canopy","",11.5,2.8,371.5,402.8,747747.6,4308918,38.89422,-78.1434
192130,"qupr",1,1923,28550,28550,348,369.8,382,0,0,1,"2010-2011","alive",4,4,"canopy","",17,14.7,377,454.7,747751.9,4308970,38.89469,-78.14333
202230,"qupr",1,2018,30609,30609,560.3,586.1,608,0,0,1,"2010-2011","alive",4,4,"canopy","",8.9,2,388.9,342,747766.4,4308857,38.89367,-78.14321
22600,"qupr",1,231,3616,3616,106.1,114.5,114.5,0,0,1,"2010-2011","dead",1,1,"sub-canopy","Poss dead",16.9,9.8,36.9,609.8,747408.2641,4309116.93,38.89610819,-78.14723888
32032,"qupr",1,319,4267,4267,119,100.6,105,0,0,1,"2010-2011","alive",1,3,"sub-canopy","",10.2,11.6,50.2,371.6,747427.0866,4308879.103,38.89396236,-78.14710781
42389,"qupr",1,428,5873,5873,369.5,375,387,0,0,1,"2010-2011","alive",3,2,"sub-canopy","",1.2,5.1,61.2,545.1,747434.0586,4309052.811,38.89552383,-78.14696491
50367,"qupr",1,508,6252,6252,189.3,195.8,195.8,0,0,1,"2010-2011","dead",2,1,"sub-canopy","Poss dead",10.7,3,90.7,143,747472.8791,4308651.504,38.891901,-78.14666245
52323,"qupr",1,527,6873,6873,481,496.1,510,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",18.2,12.1,98.2,532.1,747471.3502,4309040.673,38.89540408,-78.14653979
52462,"qupr",1,532,7009,7009,363.1,373,386,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",18,10.4,98,630.4,747468.8698,4309138.942,38.89628923,-78.14653294
60023,"qupr",1,602,7034,7034,157.7,164.7,172,0,0,1,"2010-2011","alive",1,4,"sub-canopy","",14.3,2.3,114.3,22.3,747499.2729,4308531.384,38.89081245,-78.14640178
62373,"qupr",1,628,7949,7949,279.7,283,286,0,0,1,"2010-2011","alive",3,1,"sub-canopy","",14,12.4,114,552.4,747486.675,4309061.334,38.89558572,-78.14635585
70083,"qupr",1,704,8114,8114,541.1,563,579,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",6.1,2.3,126.1,62.3,747510.1417,4308571.647,38.89117177,-78.14626209
70148,"qupr",1,706,8168,8168,104,103.2,105,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",5.3,6.4,125.3,106.4,747508.3189,4308615.716,38.89156892,-78.1462672
70198,"qupr",1,708,8217,8217,130.6,327.2,332,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",4.9,17.6,124.9,157.6,747506.7312,4308666.893,38.89202998,-78.14626704
70308,"qupr",1,705,8316,8316,599.5,618,625,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",19.6,17.1,139.6,97.1,747522.8308,4308606.75,38.89148414,-78.14610331
70444,"qupr",1,711,8447,8447,265.9,273,285,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",9.2,6.4,129.2,206.4,747509.8979,4308715.78,38.89246908,-78.14621295
80230,"qupr",1,805,9315,9315,346.6,358.8,366,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",9,6.9,149,86.9,747532.4649,4308596.771,38.89139161,-78.14599595
80402,"qupr",1,807,9478,9478,384.8,405,425,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",7.4,16.6,147.4,136.6,747529.7123,4308646.421,38.89183925,-78.14600976
80663,"qupr",1,812,9735,9735,138.9,141.1,141,0,0,1,"2010-2011","dead",2,1,"sub-canopy","",9.7,7.3,149.7,227.3,747529.9075,4308737.15,38.89265578,-78.1459748
100942,"qupr",1,1009,12565,12565,274.7,277.3,281,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",16.2,7.4,196.2,167.4,747577.7846,4308678.345,38.89211303,-78.14544462
101075,"qupr",1,1008,12695,12695,352.1,360.2,366,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",3,13.1,183,153.1,747564.9199,4308663.742,38.89198523,-78.14559804
101121,"qupr",1,1011,12740,12740,112.2,119.1,127,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",0,16.7,180,216.7,747560.4453,4308727.256,38.89255813,-78.14562668
111172,"qupr",1,1110,14519,14519,313,326.3,325,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",8.5,18.7,208.5,198.7,747589.3552,4308709.922,38.89239397,-78.14529998
111173,"qupr",1,1111,14520,14520,209.4,223,223,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",2.5,0.9,202.5,200.9,747583.3058,4308711.982,38.89241422,-78.14536891
140764,"qupr",1,1408,19555,19555,226.2,247.2,254,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",8.1,13.4,268.1,153.4,747650,4308666,38.89198,-78.14462
141031,"qupr",1,1411,19804,19804,425.6,422.9,429,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",18.9,19.3,278.9,219.3,747659.3,4308732,38.89257,-78.14449
151120,"qupr",1,1511,21643,21643,577.1,596.9,596.9,0,0,1,"2010-2011","dead",3,4,"sub-canopy","",16.5,7.8,296.5,207.8,747677.1,4308721,38.89247,-78.14429
152069,"qupr",1,1518,21826,21826,584.8,615.9,640,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",19.7,15.5,299.7,355.5,747676.9,4308869,38.8938,-78.14423
162030,"qupr",1,1618,23385,23385,140.2,142.3,136,0,0,1,"2010-2011","alive",1,4,"sub-canopy","",1.6,19.8,301.6,359.8,747678.7,4308873,38.89384,-78.14421
162438,"qupr",1,1626,23777,23777,398.1,416,434,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",19.8,19.3,319.8,519.3,747693.2,4309033,38.89527,-78.14399
192108,"qupr",1,1922,28529,28529,106.1,114.5,119,0,0,1,"2010-2011","alive",2,3,"sub-canopy","",17.1,13.9,377.1,433.9,747752.5,4308949,38.8945,-78.14334
202010,"qupr",1,2017,30395,30395,483.1,495,495,0,0,1,"2016-2017","dead",3,1,"sub-canopy","",17.2,13.6,397.2,333.6,747774.9,4308849,38.89359,-78.14311
202029,"qupr",1,2018,30414,30414,107.8,111,111,0,0,1,"2016-2017","dead",1,1,"sub-canopy","",15.8,17.1,395.8,357.1,747772.9,4308873,38.89381,-78.14313
202103,"qupr",1,2022,30488,30488,108.4,115.5,123,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",13.9,6.5,393.9,426.5,747769.4,4308942,38.89443,-78.14314
202324,"qupr",1,2021,30697,30697,104.8,108.2,111,0,0,1,"2010-2011","alive",1,4,"sub-canopy","",5,19.7,385,419.7,747760.7,4308935,38.89437,-78.14325
12460,"quru",1,130,2111,2111,375.8,412.5,461,0,0,1,"2010-2011","alive",4,4,"canopy","",13.4,15.9,13.4,595.9,747385.0929,4309102.489,38.89598474,-78.14751096
22336,"quru",1,226,3357,3357,774.8,806.9,829,0,0,1,"2010-2011","alive",3,4,"canopy","",3.9,7.5,23.9,507.5,747397.6409,4309014.356,38.89518798,-78.1473982
30343,"quru",1,307,3979,3979,571.2,600,614,1,1,1,"2016-2017","dead",NA,NA,"canopy","CF",17.9,8,57.9,128,747440.4359,4308635.747,38.89176832,-78.14704176
40617,"quru",1,406,5094,5094,530.2,542.9,559,0,0,1,"2016-2017","dead",3,4,"canopy","Poss dead",13,12.2,73,112.2,747455.8984,4308620.301,38.89162495,-78.14686925
40649,"quru",1,409,5123,5123,581.7,606.4,639,0,0,1,"2010-2011","alive",4,4,"canopy","",15.1,0.6,75.1,160.6,747456.875,4308668.737,38.89206062,-78.14684055
50274,"quru",1,505,6162,6162,506.2,533,573,0,0,1,"2010-2011","alive",4,4,"canopy","",12.6,1.6,92.6,81.6,747476.203,4308590.164,38.89134799,-78.14664628
50499,"quru",1,511,6380,6380,609.9,624.7,664,0,0,1,"2010-2011","alive",4,4,"canopy","",7.7,12,87.7,212,747468.2791,4308720.416,38.89252253,-78.14669059
52287,"quru",1,526,6837,6837,633,676.5,706,0,0,1,"2010-2011","alive",5,4,"canopy","",4,8.5,84,508.5,747457.7016,4309016.75,38.89519261,-78.14670561
60116,"quru",1,606,7118,7118,367.9,391,411,0,0,1,"2010-2011","alive",4,4,"canopy","",14.4,4.2,114.4,104.2,747497.4728,4308613.264,38.89154991,-78.146393
60353,"quru",1,608,7346,7346,396.8,418.1,443,0,0,1,"2010-2011","alive",4,4,"canopy","",12.3,13.1,112.3,153.1,747494.239,4308662.102,38.89199038,-78.14641264
60550,"quru",1,613,7530,7530,514.5,538.4,570,0,0,1,"2010-2011","alive",4,4,"canopy","",19.4,10,119.4,250,747499.089,4308759.141,38.89286239,-78.1463218
62019,"quru",1,617,7598,7598,695.6,736.9,790,0,0,1,"2010-2011","alive",5,4,"canopy","RT",19,9.8,119,329.8,747496.8378,4308838.91,38.89358097,-78.14631898
62281,"quru",1,624,7858,7858,769.8,817.2,844,0,0,1,"2010-2011","alive",4,4,"canopy","",3.2,12.3,103.2,472.3,747477.7362,4308981.005,38.89486525,-78.14648775
62372,"quru",1,628,7948,7948,510.8,549,584,0,0,1,"2010-2011","alive",4,4,"canopy","",15.2,16.9,115.2,556.9,747487.7703,4309065.861,38.89562615,-78.1463416
70096,"quru",1,704,8126,8126,843.8,866.9,887,1,1,1,"2010-2011","alive",4,4,"canopy","",3.3,12.7,123.3,72.7,747507.1012,4308581.979,38.89126562,-78.14629339
70126,"quru",1,705,8152,8152,789.4,821,852,1,1,1,"2010-2011","alive",4,4,"canopy","",9.3,12.5,129.3,92.5,747512.6403,4308601.913,38.89144347,-78.14622241
70407,"quru",1,709,8410,8410,672,701.5,747,0,0,1,"2010-2011","alive",5,2,"canopy","",6.1,5.4,126.1,165.4,747507.7499,4308674.719,38.89210013,-78.14625249
70421,"quru",1,709,8424,8424,575.2,734.6,750,0,0,1,"2010-2011","alive",4,4,"canopy","",8.8,19.5,128.8,179.5,747510.1221,4308688.878,38.89222689,-78.14622007
70502,"quru",1,710,8504,8504,555.5,567.9,588,0,0,1,"2010-2011","alive",4,4,"canopy","",17.8,0.4,137.8,180.4,747519.0988,4308689.986,38.89223434,-78.14611629
72140,"quru",1,720,8785,8785,488.7,518,562,0,0,1,"2010-2011","alive",4,4,"canopy","",9.4,8.3,129.4,388.3,747505.8779,4308897.635,38.89410697,-78.1461937
72396,"quru",1,729,9035,9035,743.1,783.9,834,0,0,1,"2010-2011","alive",5,4,"canopy","",18.6,18.2,138.6,578.2,747510.6699,4309087.698,38.89581624,-78.14606999
80233,"quru",1,805,9318,9318,713.1,736.8,742,0,0,1,"2010-2011","alive",4,3,"canopy","",12.6,3.7,152.6,83.7,747536.1382,4308593.656,38.89136253,-78.14595477
80235,"quru",1,805,9320,9320,776.7,793.1,826,0,0,1,"2010-2011","alive",4,4,"canopy","",13.7,9.4,153.7,89.4,747537.1056,4308599.38,38.89141378,-78.14594157
80316,"quru",1,806,9397,9397,784.2,791.3,820,0,0,1,"2010-2011","alive",5,4,"canopy","",10.4,14.2,150.4,114.2,747533.2312,4308624.096,38.89163733,-78.14597728
80491,"quru",1,809,9567,9567,1366.2,1386.1,1480,1,0,1,"2010-2011","alive",5,4,"canopy","",5.2,17.7,145.2,177.7,747526.5594,4308687.459,38.89220949,-78.14603128
82138,"quru",1,820,9984,9984,586.8,632.1,674,1,0,1,"2010-2011","alive",4,4,"canopy","",1.1,2.7,141.1,382.7,747517.7047,4308892.308,38.8940557,-78.14605941
82228,"quru",1,823,10070,10070,549.7,598.5,587,0,0,1,"2016-2017","dead",4,2,"canopy","",16.6,1.6,156.6,441.6,747531.8341,4308951.552,38.89458493,-78.14587532
100771,"quru",1,1005,12422,12422,876.5,921.1,960,1,1,1,"2010-2011","alive",4,4,"canopy","",8.5,17,188.5,97,747571.7199,4308607.785,38.89147968,-78.1455399
110331,"quru",1,1102,13756,13756,220.6,238.4,254,0,0,1,"2010-2011","alive",4,2,"canopy","",1.8,8.7,201.8,28.7,747586.6009,4308539.812,38.8908637,-78.14539303
110811,"quru",1,1104,14178,14178,583.4,613.9,631,0,0,1,"2010-2011","alive",4,4,"canopy","",1.4,16.8,201.4,76.8,747585.0851,4308587.89,38.89129685,-78.14539316
111252,"quru",1,1114,14598,14598,317,331.3,337,0,0,1,"2010-2011","alive",4,4,"canopy","",10.9,10,210.9,270,747590.1004,4308781.258,38.89303581,-78.14526568
111314,"quru",1,1114,14656,14656,694.2,727.3,742,0,0,1,"2010-2011","alive",4,4,"canopy","",1.4,11.4,201.4,271.4,747580.5705,4308782.437,38.89304911,-78.145375
121026,"quru",1,1206,16137,16137,597.2,614,628,0,0,1,"2010-2011","alive",4,4,"canopy","",9.2,2.4,229.2,102.4,747612.2837,4308614.128,38.89152533,-78.14507046
121305,"quru",1,1211,16400,16400,729.8,753.8,777,1,1,1,"2010-2011","alive",4,3,"canopy","",1.1,11.2,221.1,211.2,747601.6618,4308722.711,38.89250561,-78.14515364
121434,"quru",1,1214,16505,16505,723.3,736.3,755,0,0,1,"2010-2011","alive",4,4,"canopy","",9,13.1,229,273.1,747608.1236,4308784.777,38.8930624,-78.14505684
122060,"quru",1,1218,16594,16594,640.1,675.8,696,0,0,1,"2010-2011","alive",4,4,"canopy","",11.6,18.1,231.6,358.1,747608.751,4308869.815,38.89382759,-78.14501895
142490,"quru",1,1421,20428,20428,451.9,493,482,0,0,1,"2016-2017","dead",4,2,"canopy","",6,7.2,266,407.2,747642,4308920,38.89427,-78.14462
150890,"quru",1,1510,21430,21430,750,798.1,861,0,0,1,"2010-2011","alive",4,4,"canopy","",10.9,2.3,290.9,182.3,747672.1,4308695,38.89224,-78.14435
151021,"quru",1,1510,21549,21549,500.4,545.8,563,0,0,1,"2010-2011","dead",4,3,"canopy","",3.7,16.7,283.7,196.7,747664.6,4308710,38.89237,-78.14443
161524,"quru",1,1616,23317,23317,309.3,359,418,0,0,1,"2010-2011","alive",4,4,"canopy","",19.8,1.8,319.8,301.8,747698.2,4308816,38.89331,-78.14401
161576,"quru",1,1616,23354,23354,539.4,565.6,588,0,0,1,"2010-2011","alive",5,4,"canopy","",4.2,10.3,304.2,310.3,747682.4,4308824,38.89339,-78.14419
172202,"quru",1,1717,25504,25504,538.8,555.1,573,1,1,1,"2010-2011","alive",4,4,"canopy","",17.1,1.8,337.1,321.8,747715.1,4308836,38.89349,-78.14381
190907,"quru",1,1915,28399,28399,685.1,709,720,0,0,1,"2016-2017","dead",4,1,"canopy","",2.5,3.6,362.5,283.6,747741.3,4308798,38.89315,-78.14352
10636,"quru",1,112,1575,1575,367.2,385,393,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",20,0.4,20,220.4,747400.4025,4308727.243,38.89260309,-78.14746985
32516,"quru",1,332,4737,4737,340.3,387,444,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",8.4,0.8,48.4,620.8,747419.5059,4309128.194,38.8962064,-78.14710535
42092,"quru",1,420,5580,5580,413.7,446,489,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",10.1,0.4,70.1,380.4,747446.7771,4308888.362,38.89404015,-78.1468777
50046,"quru",1,501,6031,6031,258.3,278.1,296,0,0,1,"2010-2011","alive",4,4,"sub-canopy","",16.9,12.9,96.9,12.9,747482.0957,4308521.583,38.89072907,-78.14660313
52343,"quru",1,528,6893,6893,377.8,392,397,0,0,1,"2016-2017","dead",3,1,"sub-canopy","",16.2,2.4,96.2,542.4,747469.1118,4309050.924,38.89549697,-78.14656188
60143,"quru",1,607,7145,7145,267.6,288.7,303,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",16.2,13.9,116.2,133.9,747498.5833,4308642.998,38.89181721,-78.14636949
60345,"quru",1,608,7338,7338,214.2,226.9,232,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",3.8,3.5,103.8,143.5,747485.964,4308652.307,38.89190455,-78.14651147
60522,"quru",1,611,7502,7502,285.2,290.5,299,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",13.2,16.7,113.2,216.7,747493.6632,4308725.706,38.89256299,-78.14639634
80330,"quru",1,806,9410,9410,498.7,524.9,546,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",16.9,13.8,156.9,113.8,747539.7387,4308623.847,38.89163325,-78.14590243
82115,"quru",1,819,9962,9962,177.8,198.8,202,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",14.8,18.5,154.8,378.5,747531.4984,4308888.427,38.89401688,-78.14590195
90529,"quru",1,910,10775,10775,304.9,320,345,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",12.7,18.5,172.7,198.5,747553.5695,4308708.891,38.89239478,-78.14571248
92250,"quru",1,922,11410,11410,298.2,229.1,238,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",6.2,14.8,166.2,434.8,747541.5892,4308944.977,38.894523,-78.14576534
100540,"quru",1,1004,12202,12202,447.2,470.5,483,0,0,1,"2010-2011","alive",3,2,"sub-canopy","",11.1,8.3,191.1,68.3,747574.9851,4308579.153,38.89122106,-78.14551262
100552,"quru",1,1004,12214,12214,443.4,454.5,458,0,0,1,"2010-2011","alive",3,2,"sub-canopy","",13.8,12,193.8,72,747577.5985,4308582.915,38.89125418,-78.14548117
101136,"quru",1,1012,12755,12755,179.8,203.6,203.6,0,0,1,"2010-2011","dead",3,4,"sub-canopy","",4,14.1,184,234.1,747564.0405,4308744.744,38.89271451,-78.14557897
110727,"quru",1,1103,14101,14101,197.5,234.1,234,0,0,1,"2010-2011","dead",2,4,"sub-canopy","",6.8,15.6,206.8,55.6,747590.9755,4308566.821,38.89110556,-78.14533292
112082,"quru",1,1118,14809,14809,324.1,343.7,357,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",2.4,0.9,202.4,340.9,747579.9579,4308851.942,38.89367484,-78.145357
120911,"quru",1,1206,16032,16032,240.3,245.9,245.9,0,0,1,"2016-2017","dead",2,1,"sub-canopy","Poss dead",20,7,240,107,747622.9741,4308618.977,38.89156597,-78.1449456
121186,"quru",1,1210,16284,16284,207.3,223.5,231,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",18.9,4.5,238.9,184.5,747620.0764,4308696.431,38.89226389,-78.14495104
121329,"quru",1,1213,16424,16424,405.4,413.5,427,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",1.2,14.5,221.2,254.5,747600.7572,4308766.001,38.89289549,-78.14514845
131087,"quru",1,1310,18013,18013,630.1,665,676,1,1,1,"2010-2011","alive",3,4,"sub-canopy","",17.3,17.8,257.3,197.8,747638.1629,4308710.154,38.89238231,-78.1447378
180952,"quru",1,1811,26743,26743,538.2,567,588,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",2.6,14.6,342.6,214.6,747723.1,4308729,38.89253,-78.14375
182060,"quru",1,1819,26975,26975,196.1,205,219,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",16.1,14.2,356.1,374.2,747732.8,4308889,38.89396,-78.14358
192112,"quru",1,1922,28533,28533,100.9,110.7,110.7,0,0,1,"2016-2017","dead",2,2,"sub-canopy","",14.3,15.9,374.3,435.9,747749.6,4308951,38.89452,-78.14337
