"tag","sp","stemtag","quadrat","treeID","stemID","dbh2008","dbh2013","dbh2018","biannual","intraannual","cored","year.cored","status","illum","crown.condition","crown.position","tree.notes","lx","ly","gx","gy","NAD83_X","NAD83_Y","lat","lon"
101100,"fagr",1,1010,12720,12720,154.8,168.4,179,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",1.1,0.5,181.1,180.5,747562.3848,4308691.091,38.89223209,-78.14561738
101150,"fagr",1,1013,12769,12769,115.8,129.8,134,0,0,1,"2010-2011","alive",1,4,"sub-canopy","",13.6,2.4,193.6,242.4,747573.4454,4308753.264,38.89278855,-78.14546758
102157,"fagr",1,1020,13095,13095,222.1,238.9,261,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",20,2.2,200,382.2,747576.6004,4308893.175,38.8940469,-78.1453808
110795,"fagr",1,1104,14162,14162,169.1,192.5,224,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",9.5,16.4,209.5,76.4,747593.1922,4308587.678,38.89129265,-78.14529987
110797,"fagr",1,1104,14164,14164,195.4,224,241,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",13.1,18,213.1,78,747596.7541,4308589.361,38.8913068,-78.14525824
111171,"fagr",1,1110,14518,14518,113.6,125,134,0,0,1,"2010-2011","alive",1,4,"sub-canopy","",6.8,18.5,206.8,198.5,747587.6603,4308709.682,38.89239229,-78.14531959
111208,"fagr",1,1112,14555,14555,246.4,254.9,267,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",12.2,2.4,212.2,222.4,747592.5044,4308733.701,38.8926071,-78.14525514
132532,"fagr",1,1330,18825,18825,145.7,167,192,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",19.6,9.2,259.6,589.2,747631.4,4309102,38.89591,-78.14467
150911,"fagr",1,1506,21451,21451,177.5,195.3,215,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",9.1,19,289.1,119,747671.8,4308632,38.89167,-78.14438
150941,"fagr",1,1508,21479,21479,137.9,164.1,189,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",4.5,8.6,284.5,148.6,747666.5,4308662,38.89194,-78.14443
151123,"fagr",1,1511,21646,21646,158.3,176.1,206,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",11.5,12.1,291.5,212.1,747672,4308725,38.89251,-78.14434
151140,"fagr",1,1512,21663,21663,165.6,181.2,183,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",16.7,10.1,296.7,230.1,747676.8,4308743,38.89267,-78.14428
152661,"fagr",1,1530,22378,22378,114.2,132.9,152,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",9.4,1.3,289.4,581.3,747661.4,4309094,38.89583,-78.14433
160760,"fagr",1,1606,23072,23072,187.5,215.1,234,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",19.6,12.7,319.6,112.7,747702.4,4308627,38.89161,-78.14403
171150,"fagr",1,1706,24982,24982,136.7,139,143,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",8.9,4.4,328.9,104.4,747711.9,4308618,38.89154,-78.14392
171306,"fagr",1,1712,25131,25131,222.4,256,290,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",11,11.3,331,231.3,747711.1,4308745,38.89268,-78.14389
182695,"fagr",1,1830,27586,27586,163.8,191.6,219,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",17.5,18.8,357.5,598.8,747729,4309113,38.89599,-78.14355
190635,"fagr",1,1906,28200,28200,159,182.9,200,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",7.6,4.8,367.6,104.8,747750.6,4308620,38.89154,-78.14348
10539,"fram",1,108,1483,1483,463.4,470.9,470,0,0,1,"2010-2011","dead",4,2,"canopy","",4.3,12,4.3,152,747386.2936,4308658.497,38.89198833,-78.1476571
20432,"fram",1,204,2661,2661,543.2,550.5,550.5,1,0,1,"2016-2017","dead",5,1,"canopy","",3.5,19.8,23.5,79.8,747407.1634,4308586.762,38.89133681,-78.1474426
30039,"fram",1,302,3702,3702,920.2,932,926,1,0,1,"2016-2017","dead",5,3,"canopy","",4.6,2.7,44.6,22.7,747429.5824,4308530.167,38.89082112,-78.1472048
30109,"fram",1,301,3766,3766,525,543.3,544,0,0,1,"2016-2017","dead",5,4,"canopy","",13.7,2.5,53.7,2.5,747439.1485,4308510.183,38.89063857,-78.14710183
40131,"fram",1,403,4876,4876,609.8,674,635,0,0,1,"2010-2011","alive",4,3,"canopy","",5.2,1,65.2,41,747449.7523,4308548.94,38.89098441,-78.14696575
40853,"fram",1,411,5321,5321,427.1,427.5,427.5,0,0,1,"2010-2011","dead",4,1,"canopy","Poss dead",14.5,19,74.5,219,747454.9203,4308727.107,38.89258652,-78.14684203
40935,"fram",1,414,5396,5396,342.3,440,440,0,0,1,"2016-2017","dead",NA,NA,"canopy","CF",9.9,14,69.9,274,747449.0456,4308781.986,38.8930821,-78.14688991
101292,"fram",1,1016,12905,12905,550,565.5,572,0,0,1,"2010-2011","alive",4,4,"canopy","",15,9.4,195,309.4,747573.2907,4308820.279,38.89339174,-78.1454452
111290,"fram",1,1116,14633,14633,379.4,382.7,382.7,0,0,1,"2016-2017","dead",NA,NA,"canopy","CF",17.4,8.3,217.4,308.3,747595.7101,4308819.699,38.89338021,-78.14518721
132525,"fram",1,1329,18818,18818,514,518.5,531,1,0,1,"2010-2011","dead",4,3,"canopy","",20,1.2,260,561.2,747632.4,4309074,38.89565,-78.14467
140881,"fram",1,1414,19667,19667,601.5,611.1,630,0,0,1,"2010-2011","alive",4,4,"canopy","",7.2,13.3,267.2,273.3,747646.3,4308786,38.89306,-78.14462
142178,"fram",1,1419,20135,20135,534.9,549.8,557,0,0,1,"2010-2011","alive",4,3,"canopy","",7.3,4.6,267.3,364.6,747644.3,4308877,38.89388,-78.14461
171358,"fram",1,1714,25179,25179,887.8,920,924,1,0,1,"2010-2011","alive",4,3,"canopy","",16,14.1,336,274.1,747715.1,4308788,38.89306,-78.14382
182396,"fram",1,1824,27306,27306,351.9,363,373,0,0,1,"2010-2011","alive",4,1,"canopy","",19.9,18.6,359.9,478.6,747734.2,4308993,38.8949,-78.14353
182678,"fram",1,1828,27572,27572,158,162.2,172,0,0,1,"2010-2011","alive",4,4,"canopy","",16.6,18.7,356.6,558.7,747729.1,4309073,38.89562,-78.14356
192154,"fram",1,1924,28573,28573,553,568,576,0,0,1,"2016-2017","dead",NA,NA,"canopy","CF",16.7,16.4,376.7,476.4,747751.1,4308991,38.89488,-78.14334
192260,"fram",1,1921,28677,28677,562,574.2,574.2,0,0,1,"2016-2017","dead",4,1,"canopy","Poss dead",4.6,5.5,364.6,405.5,747740.6,4308920,38.89424,-78.14348
192697,"fram",1,1932,29090,29090,381.3,397.3,409,0,0,1,"2010-2011","alive",4,3,"canopy","",0.7,1.1,360.7,621.1,747731.7,4309136,38.89619,-78.14351
202536,"fram",1,2028,30898,30898,419.5,438.5,446,1,0,1,"2010-2011","alive",4,3,"canopy","",9.5,13.3,389.5,553.3,747762.1,4309069,38.89557,-78.14318
202775,"fram",1,2027,31117,31117,793.2,814,854,0,0,1,"2010-2011","dead",5,4,"canopy","",16.5,19.3,396.5,539.3,747769.4,4309055,38.89545,-78.1431
12234,"fram",1,124,1911,1911,311.4,313,320,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",14.2,1.2,14.2,461.2,747389.0177,4308967.843,38.89477178,-78.14751427
12303,"fram",1,126,1972,1972,276.1,286,296,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",3.8,8.1,3.8,508.1,747377.5324,4309014.489,38.89519484,-78.14762974
20040,"fram",1,201,2336,2336,273.4,274.8,274,0,0,1,"2016-2017","dead",3,1,"sub-canopy","Poss dead",12.1,12.7,32.1,12.7,747417.3177,4308519.879,38.89073199,-78.14734975
30062,"fram",1,303,3724,3724,197.9,255,255,0,0,1,"2010-2011","dead",4,3,"sub-canopy","",4.2,17.6,44.2,57.6,747428.3728,4308565.048,38.89113541,-78.14720616
30174,"fram",1,303,3818,3818,96.7,94,94,0,0,1,"2016-2017","dead",2,1,"sub-canopy","Poss dead",8.4,10.3,48.4,50.3,747432.7411,4308557.847,38.89106937,-78.14715845
40934,"fram",1,414,5395,5395,163.3,159.6,159.6,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",10.9,14.8,70.9,274.8,747450.0268,4308782.809,38.89308923,-78.14687831
41025,"fram",1,416,5474,5474,513.3,520,520,0,0,1,"2016-2017","dead",5,1,"sub-canopy","Poss dead",19.2,6.8,79.2,306.8,747457.5821,4308814.993,38.89337677,-78.1467797
50025,"fram",1,501,6010,6010,130,132.5,132.5,0,0,1,"2016-2017","dead",1,1,"sub-canopy","",11.1,11.3,91.1,11.3,747476.3343,4308519.848,38.89071509,-78.1466701
70599,"fram",1,715,8598,8598,88.7,81.1,79,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",19.8,3.8,139.8,283.8,747518.6994,4308793.405,38.89316525,-78.14608361
80481,"fram",1,809,9557,9557,91.7,92.9,92,0,0,1,"2016-2017","dead",1,1,"sub-canopy","Poss dead",7,5,147,165,747528.6536,4308674.804,38.892095,-78.14601172
101259,"fram",1,1015,12876,12876,436.9,435.9,435.9,0,0,1,"2016-2017","dead",3,1,"sub-canopy","Poss dead",12.4,17.6,192.4,297.6,747570.9651,4308808.421,38.89328568,-78.14547626
140939,"fram",1,1408,19719,19719,68.5,70.2,68,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",18.2,18.1,278.2,158.1,747660,4308671,38.89202,-78.1445
141124,"fram",1,1416,19893,19893,184.3,190.6,194,0,0,1,"2010-2011","alive",3,1,"sub-canopy","Poss dead",18.3,0.4,278.3,300.4,747656.8,4308813,38.8933,-78.14449
141255,"fram",1,1416,19967,19967,137.9,153.5,153,0,0,1,"2016-2017","dead",4,1,"sub-canopy","",8.9,9.2,268.9,309.2,747647.2,4308822,38.89338,-78.14459
142703,"fram",1,1428,20594,20594,177.9,181.5,190,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",9.6,18,269.6,558,747642.1,4309071,38.89562,-78.14456
150776,"fram",1,1504,21322,21322,107.8,108.2,108,0,0,1,"2016-2017","dead",3,1,"sub-canopy","",1.9,13.2,281.9,73.2,747665.6,4308586,38.89126,-78.14447
160001,"fram",1,1601,22441,22441,57.8,62.5,64,0,0,1,"2016-2017","dead",2,4,"sub-canopy","",0.8,2.1,300.8,2.1,747686.2,4308516,38.89062,-78.14425
161024,"fram",1,1614,23289,23289,724.6,732.5,733,0,0,1,"2010-2011","dead",4,3,"sub-canopy","",3.6,7.4,303.6,267.4,747682.8,4308781,38.89301,-78.1442
162458,"fram",1,1630,23796,23796,282.8,286,288,0,0,1,"2010-2011","dead",NA,NA,"sub-canopy","CF",13.3,18.5,313.3,598.5,747684.9,4309112,38.89599,-78.14406
162470,"fram",1,1631,23808,23808,431,432,433,0,0,1,"2016-2017","dead",3,1,"sub-canopy","",4.6,6.9,304.6,606.9,747676,4309120,38.89606,-78.14415
162591,"fram",1,1629,23922,23922,273.2,282.5,277,0,0,1,"2016-2017","dead",3,3,"sub-canopy","",20,10.9,320,570.9,747692.2,4309085,38.89574,-78.14398
171421,"fram",1,1712,25240,25240,254.8,264.9,276,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",7.4,10.5,327.4,230.5,747707.5,4308744,38.89267,-78.14393
172091,"fram",1,1721,25397,25397,548.9,641.3,641.3,0,0,1,"2016-2017","dead",4,1,"sub-canopy","",4.6,2.1,324.6,402.1,747700.7,4308916,38.89422,-78.14394
172493,"fram",1,1729,25777,25777,137.7,138.5,140,0,0,1,"2016-2017","dead",2,1,"sub-canopy","",8.1,17.8,328.1,577.8,747700.1,4309092,38.8958,-78.14389
172542,"fram",1,1728,25824,25824,196.3,200.2,207,0,0,1,"2010-2011","alive",2,2,"sub-canopy","",10.3,11.5,330.3,551.5,747702.9,4309065,38.89556,-78.14386
172565,"fram",1,1729,25846,25846,347.4,349.9,350,0,0,1,"2016-2017","dead",3,1,"sub-canopy","",2.2,12.6,322.2,572.6,747694.4,4309086,38.89575,-78.14395
172575,"fram",1,1730,25855,25855,246.2,257,267,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",7.7,8.7,327.7,588.7,747699.5,4309103,38.8959,-78.14389
182374,"fram",1,1823,27284,27284,127,140.8,140.8,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",5.4,2.4,345.4,442.4,747720.6,4308957,38.89458,-78.1437
182455,"fram",1,1829,27362,27362,251.2,257.2,256,0,0,1,"2016-2017","dead",3,1,"sub-canopy","",7.1,3.6,347.1,563.6,747719.5,4309078,38.89567,-78.14367
190735,"fram",1,1911,28285,28285,166.2,173.8,173,0,0,1,"2016-2017","dead",4,4,"sub-canopy","",12.1,11,372.1,211,747752.6,4308726,38.89249,-78.14341
192552,"fram",1,1929,28958,28958,142.7,145.5,147,0,0,1,"2016-2017","dead",3,2,"sub-canopy","",16.7,17.4,376.7,577.4,747748.7,4309092,38.89579,-78.14333
192568,"fram",1,1931,28972,28972,125.5,131.2,130,0,0,1,"2016-2017","dead",3,4,"sub-canopy","",15.4,9.6,375.4,609.6,747746.7,4309125,38.89608,-78.14334
192583,"fram",1,1932,28984,28984,341,347.8,347.8,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",17.8,10.9,377.8,630.9,747748.6,4309146,38.89627,-78.14331
192594,"fram",1,1932,28992,28992,303.3,308.1,314,0,0,1,"2016-2017","dead",3,1,"sub-canopy","",9.5,12.3,369.5,632.3,747740.3,4309147,38.89629,-78.1434
192666,"fram",1,1928,29061,29061,103.3,104.1,104.1,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",3,11.3,363,551.3,747735.6,4309066,38.89556,-78.14349
192683,"fram",1,1930,29078,29078,110.8,113,114,0,0,1,"2016-2017","dead",2,2,"sub-canopy","",6.5,8.1,366.5,588.1,747738.3,4309103,38.89589,-78.14344
192707,"fram",1,1932,29100,29100,348,250.3,249,0,0,1,"2010-2011","dead",3,3,"sub-canopy","",2.1,5.1,362.1,625.1,747733,4309140,38.89622,-78.14349
200578,"fram",1,2007,29637,29637,108.9,111.6,111,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",9.4,9.4,389.4,129.4,747771.8,4308645,38.89176,-78.14322
201248,"fram",1,2013,30243,30243,930,947.3,947.3,1,0,1,"2016-2017","dead",3,1,"sub-canopy","",7.8,4.6,387.8,244.6,747767.5,4308760,38.89279,-78.14323
202379,"fram",1,2025,30751,30751,454.2,454.5,454.5,0,0,1,"2010-2011","dead",3,1,"sub-canopy","",6.2,0.4,386.2,480.4,747760.5,4308996,38.89492,-78.14323
202528,"fram",1,2027,30890,30890,155.7,155.2,155.2,0,0,1,"2010-2011","dead",4,1,"sub-canopy","",0.6,14.7,380.6,534.7,747753.6,4309050,38.89541,-78.14329
202933,"fram",1,2030,31166,31166,227.8,232.8,240,0,0,1,"2010-2011","alive",3,2,"sub-canopy","",2.4,16.1,382.4,596.1,747754,4309111,38.89596,-78.14326
90716,"frni",1,916,10955,10955,355.7,370.9,370.9,0,0,1,"2016-2017","dead",4,4,"canopy","",7.6,8.2,167.6,308.2,747545.9259,4308818.443,38.89338294,-78.14576102
12171,"frni",1,122,1853,1853,135.5,135.2,135,0,0,1,"2016-2017","dead",2,3,"sub-canopy","",14.2,12,14.2,432,747389.6951,4308938.651,38.89450885,-78.14751699
20155,"frni",1,203,2418,2418,231.2,252.9,252.9,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",18.4,0.4,38.4,40.4,747422.9734,4308547.718,38.89098095,-78.14727459
22208,"frni",1,222,3233,3233,172.8,174.5,174.5,0,0,1,"2016-2017","dead",2,2,"sub-canopy","",10.2,11.9,30.2,431.9,747405.6931,4308938.922,38.89450679,-78.14733264
30141,"frni",1,302,3788,3788,137.6,128.5,128.5,0,0,1,"2016-2017","dead",3,3,"sub-canopy","",20,13.1,60,33.1,747444.737,4308540.921,38.89091365,-78.1470264
40113,"frni",1,402,4863,4863,69.3,68.2,64,0,0,1,"2016-2017","dead",1,1,"sub-canopy","",3.1,15.2,63.1,35.2,747447.7874,4308543.092,38.89093233,-78.14699049
41039,"frni",1,416,5482,5482,383.6,392,392,0,0,1,"2016-2017","dead",4,1,"sub-canopy","",15.6,17,75.6,317,747453.7465,4308825.107,38.89346887,-78.14682023
41040,"frni",1,416,5483,5483,309.1,318,318,0,0,1,"2016-2017","dead",3,1,"sub-canopy","",15.8,18,75.8,318,747453.9232,4308826.111,38.89347786,-78.14681783
90759,"frni",1,916,10969,10969,89.9,100,100,0,0,1,"2016-2017","dead",3,4,"sub-canopy","",9.5,14.9,169.5,314.9,747547.6699,4308825.186,38.89344313,-78.1457385
180968,"frni",1,1812,26759,26759,112.9,124.8,129,0,0,1,"2016-2017","dead",3,4,"sub-canopy","",6.4,6.7,346.4,226.7,747726.6,4308741,38.89264,-78.14371
190549,"frni",1,1911,28127,28127,142.3,161.5,170,0,0,1,"2016-2017","dead",3,4,"sub-canopy","",11.6,19.4,371.6,219.4,747751.9,4308734,38.89257,-78.14342
190774,"frni",1,1912,28317,28317,108.8,110.4,112,0,0,1,"2016-2017","dead",1,4,"sub-canopy","",18,18.2,378,238.2,747757.9,4308753,38.89274,-78.14334
10010,"juni",1,101,1009,1009,541.9,578,629,0,0,1,"2010-2011","alive",4,3,"canopy","",7.3,12.2,7.3,12.2,747392.536,4308518.804,38.89072929,-78.14763554
10122,"juni",1,101,1104,1104,761.9,815,870,0,0,1,"2010-2011","alive",4,3,"canopy","",15.6,13.6,15.6,13.6,747400.8013,4308520.396,38.89074129,-78.14753978
10296,"juni",1,106,1257,1257,550.9,571.5,587,0,0,1,"2010-2011","alive",5,3,"canopy","",9.7,9.2,9.7,109.2,747392.685,4308615.834,38.89160254,-78.14759886
30226,"juni",1,306,3867,3867,378.7,373,436,0,0,1,"2010-2011","alive",5,3,"canopy","",11.6,4.5,51.6,104.5,747434.6828,4308612.107,38.89155718,-78.14711654
30315,"juni",1,306,3954,3954,242.7,457,523,0,0,1,"2010-2011","alive",4,4,"canopy","",4.7,5.4,44.7,105.4,747427.7638,4308612.847,38.89156578,-78.14719595
72424,"juni",1,730,9063,9063,599,613,631,0,0,1,"2010-2011","alive",4,4,"canopy","",7,19.5,127,599.5,747498.5788,4309108.723,38.89600888,-78.14620166
80694,"juni",1,816,9764,9764,345.9,390.2,463,0,0,1,"2010-2011","alive",4,4,"canopy","",4.4,4.3,144.4,304.3,747522.8226,4308814.006,38.89334951,-78.14602869
112323,"juni",1,1125,15039,15039,603,629.5,677,0,0,1,"2010-2011","alive",4,4,"canopy","RT",16.1,7.3,216.1,487.3,747590.2578,4308998.62,38.89499209,-78.14518548
122295,"juni",1,1224,16808,16808,545.8,555.8,566,0,0,1,"2010-2011","alive",4,4,"canopy","",9.6,19.8,229.6,479.8,747603.9282,4308991.435,38.89492357,-78.14503063
150048,"juni",1,1501,20672,20672,439.6,466.5,490,0,0,1,"2010-2011","alive",4,4,"canopy","",9.8,5.7,289.8,5.7,747675.1,4308519,38.89065,-78.14438
152623,"juni",1,1528,22344,22344,484.6,502.1,513,0,0,1,"2010-2011","alive",4,4,"canopy","",12.4,16.7,292.4,556.7,747664.9,4309070,38.89561,-78.1443
161554,"juni",1,1615,23333,23333,405,420.5,443,0,0,1,"2010-2011","alive",4,3,"canopy","",10.6,10.6,310.6,290.6,747689.3,4308804,38.89321,-78.14412
162355,"juni",1,1621,23697,23697,444,462,488,0,0,1,"2010-2011","alive",4,3,"canopy","",18,19.1,318,419.1,747693.7,4308933,38.89437,-78.14402
162575,"juni",1,1629,23907,23907,500.9,513.1,520,0,0,1,"2010-2011","alive",4,2,"canopy","",3.3,2.8,303.3,562.8,747675.7,4309076,38.89567,-78.14417
172453,"juni",1,1727,25741,25741,312.9,322,332,0,0,1,"2010-2011","alive",4,2,"canopy","",5.8,18.9,325.8,538.9,747698.7,4309053,38.89545,-78.14392
172637,"juni",1,1732,25913,25913,335.1,342,359,0,0,1,"2010-2011","alive",4,3,"canopy","",16.6,18.9,336.6,638.9,747707.2,4309153,38.89635,-78.14378
180906,"juni",1,1808,26697,26697,486,514.2,514.2,0,0,1,"2010-2011","dead",NA,NA,"canopy","CF",6.9,6.2,346.9,146.2,747728.9,4308661,38.89191,-78.14371
190074,"juni",1,1902,27692,27692,371.2,384.1,394,0,0,1,"2010-2011","alive",4,3,"canopy","",10.2,6,370.2,26,747755,4308541,38.89083,-78.14345
190483,"juni",1,1908,28070,28070,426.9,447.9,462,0,0,1,"2010-2011","alive",4,3,"canopy","",19.2,16.7,379.2,156.7,747761,4308672,38.892,-78.14334
201261,"juni",1,2013,30255,30255,454.1,480,487,1,0,1,"2010-2011","alive",5,2,"canopy","",0.3,17.3,380.3,257.3,747759.7,4308772,38.89291,-78.14332
202585,"juni",1,2032,30941,30941,405,420.3,435,1,0,1,"2010-2011","alive",4,2,"canopy","",1,4.8,381,624.8,747751.9,4309140,38.89622,-78.14327
202941,"juni",1,2031,31171,31171,485,498.7,516,0,0,1,"2010-2011","alive",4,4,"canopy","",18.8,6.7,398.8,606.7,747770.1,4309122,38.89605,-78.14307
12354,"juni",1,128,2015,2015,509.2,539,580,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",3.2,6.5,3.2,546.5,747376.0417,4309052.865,38.89554066,-78.14763308
12387,"juni",1,129,2042,2042,204,222.8,242,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",4.6,0.9,4.6,560.9,747377.1073,4309067.294,38.89567022,-78.14761561
30135,"juni",1,302,3783,3783,248.1,262,262,0,0,1,"2010-2011","dead",3,4,"sub-canopy","RT",13.3,4.1,53.3,24.1,747438.2476,4308531.768,38.8908331,-78.14710443
40024,"juni",1,401,104,104,281.8,284.2,285,0,0,1,"2010-2011","alive",4,4,"sub-canopy","",6.9,12.6,66.9,12.6,747452.1107,4308520.587,38.89072856,-78.14694881
131360,"juni",1,1316,18282,18282,314.9,335.3,346,0,0,1,"2010-2011","alive",4,3,"sub-canopy","",11.9,10.7,251.9,310.7,747630.1452,4308822.898,38.8933993,-78.14478947
150761,"juni",1,1503,21312,21312,366.1,379,388,0,0,1,"2010-2011","alive",3,2,"sub-canopy","",19.6,19.3,299.6,59.3,747683.7,4308573,38.89113,-78.14426
180341,"juni",1,1803,26220,26220,611.7,641.5,679,0,0,1,"2010-2011","alive",4,2,"sub-canopy","",18.4,7.6,358.4,47.6,747742.7,4308562,38.89102,-78.14359
192588,"juni",1,1932,28987,28987,258.8,258.8,258.8,0,0,1,"2010-2011","dead",NA,NA,"sub-canopy","CF",12.8,6.9,372.8,626.9,747743.7,4309142,38.89624,-78.14337
200577,"juni",1,2007,29636,29636,535.2,535.2,548,1,0,1,"2010-2011","alive",3,2,"sub-canopy","",6.1,9.6,386.1,129.6,747768.5,4308645,38.89176,-78.14326
22545,"litu",1,230,3563,3563,590.2,612,650,0,0,1,"2010-2011","alive",4,4,"canopy","",17.2,6.9,37.2,586.9,747409.0953,4309094.043,38.89590196,-78.14723756
32189,"litu",1,322,4416,4416,509.7,515,542,0,0,1,"2010-2011","alive",4,2,"canopy","",1.8,18.6,41.8,438.6,747417.1345,4308945.89,38.89456627,-78.14719836
50406,"litu",1,506,6290,6290,324.2,351.8,384,0,0,1,"2010-2011","alive",4,4,"canopy","",17.9,7.1,97.9,107.1,747480.91,4308615.78,38.89157722,-78.14658284
50555,"litu",1,513,6435,6435,476.2,490,512,0,0,1,"2010-2011","alive",4,4,"canopy","",8.6,15.8,88.6,255.8,747468.1628,4308764.225,38.89291686,-78.14667614
60287,"litu",1,605,7282,7282,434.3,454,483,0,0,1,"2010-2011","alive",4,4,"canopy","",2.1,9,102.1,89,747485.5288,4308597.783,38.89141393,-78.14653613
70433,"litu",1,710,8436,8436,691.5,716.9,723,1,0,1,"2010-2011","alive",4,3,"canopy","",11.4,13.8,131.4,193.8,747512.3896,4308703.234,38.89235547,-78.14618878
80711,"litu",1,810,9780,9780,516.4,535,554,0,0,1,"2010-2011","alive",5,4,"canopy","",15.9,8.2,155.9,188.2,747537.0129,4308698.204,38.89230326,-78.14590701
82218,"litu",1,822,10060,10060,613.9,626.5,647,0,0,1,"2010-2011","alive",4,4,"canopy","",19.3,16,159.3,436,747534.6632,4308946.016,38.89453431,-78.14584473
82368,"litu",1,829,10206,10206,975.5,993.9,1004,1,0,1,"2010-2011","alive",5,4,"canopy","",16.8,3.4,156.8,563.4,747529.2083,4309073.324,38.89568165,-78.14586166
90287,"litu",1,904,10542,10542,493.1,500.4,505,0,0,1,"2010-2011","alive",4,4,"canopy","",19.4,4.9,179.4,64.9,747563.3671,4308575.482,38.8911913,-78.14564774
91377,"litu",1,908,11045,11045,369.7,377.1,285,0,0,1,"2010-2011","alive",3,4,"canopy","",5.6,18.4,165.6,158.4,747547.4017,4308668.637,38.89203422,-78.14579803
102412,"litu",1,1027,13348,13348,557,575,598,0,0,1,"2010-2011","alive",4,4,"canopy","",16.2,13.1,196.2,533.1,747569.3006,4309043.946,38.89540595,-78.1454105
110128,"litu",1,1101,13565,13565,713.4,741,762,0,0,1,"2010-2011","alive",4,2,"canopy","",12.7,18,212.7,18,747597.7462,4308529.368,38.89076656,-78.14526845
110379,"litu",1,1102,13802,13802,752,794.9,812,0,0,1,"2010-2011","alive",4,4,"canopy","",6.1,17.2,206.1,37.2,747590.7025,4308548.409,38.89093993,-78.1453427
110791,"litu",1,1104,14158,14158,634.6,651.2,660,1,1,1,"2010-2011","alive",4,3,"canopy","",11.3,10,211.3,70,747595.1402,4308581.321,38.8912349,-78.14527973
110798,"litu",1,1104,14165,14165,683.6,712.3,744,1,0,1,"2010-2011","alive",4,4,"canopy","",16,15.5,216,75.5,747599.7113,4308586.929,38.89128408,-78.14522506
110914,"litu",1,1105,14277,14277,543.9,561.7,573,0,0,1,"2010-2011","alive",5,4,"canopy","",11,10.5,211,90.5,747594.3647,4308601.809,38.89141951,-78.14528127
111014,"litu",1,1107,14365,14365,549.9,671.3,685,1,0,1,"2010-2011","alive",4,4,"canopy","",13.9,12.2,213.9,132.2,747596.2965,4308643.565,38.89179478,-78.14524397
111030,"litu",1,1107,14380,14380,581.5,600.5,612,1,1,1,"2010-2011","alive",4,4,"canopy","",15.1,19.9,215.1,139.9,747597.3175,4308651.291,38.89186403,-78.14522942
111051,"litu",1,1108,14400,14400,461,470,477,0,0,1,"2010-2011","alive",4,4,"canopy","",16.9,15.5,216.9,155.5,747598.7551,4308666.928,38.89200437,-78.14520723
111134,"litu",1,1108,14481,14481,550.4,561.5,579,0,0,1,"2010-2011","alive",4,4,"canopy","",0.4,8.3,200.4,148.3,747582.4266,4308659.347,38.89194074,-78.14539801
121212,"litu",1,1207,16309,16309,816.2,851.1,878,1,0,1,"2010-2011","alive",5,4,"canopy","",12.7,12.5,232.7,132.5,747615.0845,4308644.301,38.89179611,-78.14502733
121284,"litu",1,1209,16379,16379,616.2,630,656,0,0,1,"2010-2011","alive",4,4,"canopy","",13.2,13.3,233.2,173.3,747614.6378,4308685.101,38.89216346,-78.14501776
130579,"litu",1,1304,17541,17541,679,698.3,721,0,0,1,"2010-2011","alive",5,4,"canopy","",11,9.2,251,69.2,747634.8481,4308581.442,38.8912248,-78.14482239
131304,"litu",1,1314,18227,18227,613.7,649.5,658,0,0,1,"2010-2011","alive",5,4,"canopy","",1.5,18.2,241.5,278.2,747620.502,4308790.166,38.89310741,-78.14491234
160665,"litu",1,1604,752,752,666.1,693,702,0,0,1,"2010-2011","alive",4,4,"canopy","",0.8,16.2,300.8,76.2,747684.5,4308590,38.89128,-78.14425
