"tag","coreID","sp","status.at.coring","1777","1778","1779","1780","1781","1782","1783","1784","1785","1786","1787","1788","1789","1790","1791","1792","1793","1794","1795","1796","1797","1798","1799","1800","1801","1802","1803","1804","1805","1806","1807","1808","1809","1810","1811","1812","1813","1814","1815","1816","1817","1818","1819","1820","1821","1822","1823","1824","1825","1826","1827","1828","1829","1830","1831","1832","1833","1834","1835","1836","1837","1838","1839","1840","1841","1842","1843","1844","1845","1846","1847","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1859","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
80719,"80719","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.094,2.886,1.776,2.372,2.114,2.464,2.092,1.608,0.708,0.77,0.634,0.66,0.798,0.718,1.054,0.988,0.67,0.698,0.532,0.686,0.652,0.942,1.254,1.158,0.858,1.188,0.786,0.67,0.4,0.38,0.758,0.774,0.928,0.714,0.568,0.376,0.542,0.662,0.46,0.778,0.662,0.922,1.312,1.326,0.678,1.286,1.312,1.468,1.178,0.886,0.752,1.01,0.548,0.784,0.624,0.84,0.834,0.932,0.872,0.844,0.636,0.992,0.874,0.638,0.52,0.426,0.886,0.914,0.878,0.852,0.726,0.764,0.706,0.556,0.68,0.56,0.37,0.532,0.526,0.834,0.594,0.49,0.284,0.226,0.204,0.298,0.52,0.454,0.63,0.518,0.772,0.648,0.656,0.722,0.492,NA,NA,NA,NA,NA,NA,NA,NA
80746,"80746","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,1.076,2.486,3.704,5.324,6.116,3.202,0.556,0.482,0.698,1.08,0.744,0.574,1.224,1.238,1.716,1.658,1.546,1.726,1.208,1.58,0.77,0.43,0.548,0.24,0.24,0.382,0.312,0.532,0.436,0.404,0.466,0.712,0.228,0.214,1.776,1.934,1.052,0.56,0.764,1.264,2.34,3.184,2.988,2.652,4.006,1.762,2.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82218,"82218","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.624,7.44,6.492,5.792,3.378,4.216,3.336,4.192,5.616,6.304,4.796,3.586,3.828,3.04,3.754,3.684,3.64,3.836,3.902,4.522,2.508,3.656,4.99,5.36,3.088,3.496,5.958,5.54,5.83,6.182,6.2,5.404,5.122,4.846,5.006,4.396,3.606,2.874,1.688,2.572,1.768,3.39,2.182,1.13,1.51,1.712,1.126,0.914,1.138,1.46,1.21,1.202,1.626,1.692,1.28,1.356,1.566,1.73,1.172,1.03,1.088,1.026,1.204,1.234,1.08,0.908,1.46,1.712,1.56,1.598,0.97,2.092,1.146,1.756,2.462,1.378,1.806,2.026,1.656,2.256,1.56,1.212,2.238,2.352,1.786,3.336,1.924,1.02,1.612,2.092,1.2,NA,NA,NA,NA,NA,NA,NA,NA
82239,"82239A","litu","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.936,2.971,3.143,3.574,2.981,3.249,3.493,3.305,3.264,0.336,0.557,0.746,1.242,0.936,0.608,2.109,2.494,1.757,1.653,1.873,1.699,2.046,2.189,3.469,2.203,2.26,1.338,1.141,1.499,0.997,1.138,1.131,1.046,1.279,1.106,0.699,0.658,0.807,0.53,0.522,0.468,0.561,0.701,0.449,0.505,0.585,0.846,0.696,0.844,0.874,0.998,1.433,1.494,1.249,1.024,1.008,1.092,1.284,1.214,1.221,0.895,0.526,0.705,0.694,0.47,0.973,0.683,0.768,0.535,0.364,0.334,0.441,0.403,0.365,0.336,0.237,0.183,0.174,0.154,0.117,0.113,NA,NA,NA,NA,NA,NA,NA
82317,"82317","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.644,1.374,1.658,1.14,0.984,1.208,1.776,1.736,1.65,0.74,0.584,0.408,0.544,0.882,0.78,1.338,0.944,0.692,2.006,1.952,2.48,1.984,1.654,2.054,2.598,2.744,1.266,0.872,0.74,0.822,1.39,1.516,1.114,1.142,1.114,0.966,0.954,0.76,0.996,0.808,0.866,0.656,1.026,0.456,0.262,0.184,0.242,0.152,0.258,0.286,0.148,0.146,0.254,0.2,0.126,0.124,0.21,0.29,0.092,0.654,2.788,3.202,2.836,0.924,0.516,0.316,0.362,0.212,0.182,0.128,0.228,0.278,0.42,0.144,0.164,0.3,0.228,0.072,0.096,0.09,0.118,0.168,0.162,0.158,0.168,0.166,0.236,0.184,NA,NA,NA,NA,NA,NA,NA,NA
82368,"82368","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.008,0.636,0.772,0.908,0.612,0.496,1.146,2.356,3.754,2.982,2.308,2.098,1.484,1.326,1.512,0.942,1.006,0.648,0.718,0.736,1.282,1.846,1.196,1.172,1.69,1.748,2.034,1.604,0.944,1.268,0.824,1.37,1.798,2.052,1.526,1.148,0.88,0.5,0.498,0.678,0.896,0.726,0.778,1.226,1.366,2.2,3.244,1.964,0.762,0.878,0.524,1.09,1.62,1.332,2.044,1.564,1.082,1.018,1.212,0.904,0.666,1.158,1.362,0.796,0.864,0.752,0.486,0.698,1.122,1.098,1.236,1.466,1.206,0.792,1.63,3.444,2.338,2.15,1.816,1.95,1.83,1.294,0.94,1.024,1.034,1.314,0.956,0.784,0.968,0.496,0.824,0.69,0.448,0.386,0.424,0.416,0.376,0.24,0.336,0.256,0.24,0.53,0.278,0.246,0.236,0.26,0.174,0.114,0.324,0.274,0.26,0.488,0.46,0.492,0.376,0.414,0.442,0.372,0.202,0.164,0.194,0.12,0.146,0.244,0.17,0.178,0.186,0.178,0.276,0.104,0.118,0.124,0.112,0.236,0.24,0.272,0.366,0.336,0.48,0.358,NA,NA,NA,NA,NA,NA,NA,NA
82381,"82381A","litu","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.567,1.184,0.63,0.579,1.23,2.746,2.329,1.739,1.675,0.681,0.443,0.824,1.011,1.082,1.929,1.751,1.984,1.489,1.114,1.36,1.403,1.392,1.432,2.817,1.101,1.522,1.525,1.359,1.455,1.156,1.808,1.784,1.341,1.336,1.621,1.871,1.203,0.967,0.204,0.299,0.333,0.339,0.184,0.258,0.165,0.168,0.192,0.256,0.245,0.245,0.298,0.209,0.117,0.112,0.161,0.106,0.074,0.065,0.037,0.053,0.104,0.109,0.087,0.078,0.082,0.123,0.078,0.108,0.123,0.102,0.049,0.055,NA,NA,NA,NA
82403,"82403A","litu","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68,3.471,3.32,2.711,2.959,3.534,3.16,2.982,1.717,2.416,2.349,1.817,1.722,2.114,1.481,1.706,2.405,1.292,1.488,1.317,1.625,1.532,1.341,1.995,2.279,1.935,1.847,1.934,0.96,0.825,1.012,0.889,0.748,0.757,0.439,0.268,0.348,0.212,0.357,0.225,0.251,0.302,0.256,0.121,0.188,0.208,0.276,0.351,0.497,0.335,0.308,0.367,0.275,0.252,0.429,0.234,0.535,0.42,0.324,0.395,0.417,0.452,0.213,0.185,0.174,0.116,0.187,0.142,0.111,0.107,0.222,0.198,0.101,0.096,0.128,0.209,0.113,0.063,0.092,0.236,0.129,0.147,0.149,0.149,0.225,0.183,0.165,0.198,0.165,0.176,0.117,0.118,NA,NA,NA,NA
90285,"90285A","litu","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683,0.808,0.959,1.059,0.786,0.926,1.316,3.745,2.269,4.354,5.369,4.021,2.981,3.499,4.019,4.305,2.664,2.467,3.618,2.695,1.791,1.873,2.225,2.876,2.611,2.132,1.334,1.127,0.926,0.885,1.208,1.186,1.564,0.666,0.493,0.548,0.439,0.338,0.174,0.297,0.327,0.522,0.587,0.594,0.883,0.862,0.592,0.253,0.238,0.206,0.238,0.187,0.379,0.227,0.227,0.355,0.222,0.185,0.19,0.212,0.236,0.199,0.114,0.119,0.115,0.092,0.111,0.19,0.087,0.089,0.071,0.101,0.08,0.069,0.089,0.243,0.128,0.111,0.089,0.116,0.129,0.11,0.1,0.121,0.084,0.086,0.058,NA,NA,NA,NA,NA
90287,"90287","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07,4.668,5.166,3.652,4.252,3.756,3.478,4.588,4.726,4.57,2.462,2.888,2.862,2.93,2.93,3.15,3.9,4.406,4.486,3.324,3.878,3.17,5.05,4.55,3.12,5.08,3.264,2.328,3.216,3.716,3.22,2.586,1.854,1.098,1.378,1.054,2.728,1.884,1.84,1.414,2.022,2.76,2.218,1.742,1.31,1.368,0.7,0.608,1.48,1.022,1.9,1.304,2.16,1.306,1.706,2.398,1.986,1.004,1.82,2.286,1.526,1.184,1.098,1.006,0.752,1.05,1.188,0.718,0.838,1.392,1.368,0.906,1.278,1.496,0.864,1.728,1.622,1.514,1.696,0.516,0.642,1.092,1.024,0.852,1.408,1.3,0.988,1.178,0.65,0.74,NA,NA,NA,NA,NA,NA,NA,NA
90369,"90369","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.254,4.938,3.85,3.504,2.364,1.564,1.422,1.828,1.882,1.082,0.44,0.494,0.354,0.648,0.294,0.498,0.374,0.22,0.74,1.122,1.312,1.102,1.098,0.458,1.208,2.186,0.034,0.392,1.668,1.388,1.328,0.71,0.702,1.216,0.972,1.158,0.708,0.33,0.548,0.644,0.364,0.392,0.514,0.308,0.228,0.166,0.214,0.228,0.264,0.224,0.208,0.372,0.258,0.324,0.296,0.262,NA,NA,NA,NA,NA,NA,NA,NA
90607,"90607A","litu","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.436,1.395,1.247,0.923,0.457,0.504,0.298,0.292,0.901,1.2,1.56,1.216,0.611,0.301,0.387,0.45,0.487,0.733,0.719,0.666,0.645,0.68,0.697,0.433,0.505,0.502,0.409,0.51,0.836,0.937,1.367,1.277,1.202,1.221,0.707,0.917,1.411,1.156,1.464,1.35,1.183,1.09,1.029,0.841,0.695,0.668,0.601,0.353,0.414,0.43,0.444,0.657,0.475,0.555,0.925,0.625,0.598,0.55,0.599,0.7,0.59,0.186,0.561,0.709,0.601,0.564,0.587,0.628,0.464,0.35,0.439,0.535,0.431,0.358,0.646,0.098,0.355,0.21,0.366,0.162,0.071,0.107,0.061,0.111,0.146,0.088,0.154,0.13,0.092,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA
90645,"90645","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.286,2.534,2.446,1.93,1.652,1.448,1.732,1.632,1.342,0.64,0.472,0.442,0.354,0.326,0.468,0.602,0.768,0.82,1.406,1.154,0.964,1.204,1.02,0.974,0.788,1.848,1.426,1.344,1.21,1.228,0.96,1.336,1.266,1.432,2.09,2.77,2.016,1.558,1.778,1.668,1.506,1.418,1.718,1.586,1.202,0.564,0.714,1.298,1.246,0.778,0.754,0.468,0.24,0.956,0.608,0.452,NA,NA,NA,NA,NA,NA,NA,NA
91377,"91377","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.058,2.432,2.942,1.608,2.88,2.5,2.884,2.776,2.7,2.298,2.55,2.712,1.6,1.65,1.55,1.442,1.156,1.214,1.896,0.1,0.244,0.198,0.276,0.2,0.15,0.112,0.262,0.282,0.304,0.562,0.684,0.748,0.526,0.652,0.428,0.632,0.592,0.424,0.302,0.1,0.12,0.334,0.308,0.618,0.68,0.88,1.24,1.26,1.38,1.152,1.106,1.286,1.548,4.374,2.996,1.65,1.318,0.968,0.854,1.144,0.97,0.876,1.046,1.694,0.71,0.964,1.42,1.146,1.042,1.082,1.022,1.582,1.086,1.182,1.47,0.9,1.41,1.436,0.912,0.774,0.558,1.098,1.128,NA,NA,NA,NA,NA,NA,NA,NA
91491,"91491","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.324,1.702,0.946,0.482,0.538,0.344,0.238,0.236,0.266,0.216,0.534,0.502,1.304,1.622,1.446,0.968,0.972,0.94,0.552,0.734,0.532,0.298,0.35,0.702,0.686,0.656,1.61,1.666,1.192,0.612,0.514,0.484,0.496,0.4,0.23,0.25,0.26,0.214,0.136,0.232,0.16,0.138,0.168,0.124,0.172,0.154,0.156,0.138,0.136,0.216,0.302,0.144,0.212,0.182,0.17,0.144,0.144,0.208,0.156,0.116,0.2,0.082,0.238,0.278,0.25,0.23,0.136,0.17,0.174,0.194,0.172,0.134,0.232,0.282,0.39,0.268,0.272,0.258,0.216,0.278,0.26,0.262,NA,NA,NA,NA,NA,NA,NA,NA
92360,"92360A","litu","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.069,0.877,0.502,2.168,1.086,0.494,1.573,2.086,2.237,2.966,1.304,0.378,0.284,0.296,0.309,0.2,0.191,0.162,0.155,0.1,0.364,0.186,0.163,0.215,0.238,0.157,0.379,0.376,0.219,0.162,0.134,0.212,0.283,0.349,0.439,0.245,0.347,0.297,0.326,0.554,0.625,0.292,0.245,0.128,0.206,0.551,0.55,0.29,0.427,0.361,0.271,0.583,0.718,0.476,0.161,0.41,0.253,0.217,0.251,1.023,1.474,1.019,0.462,0.282,0.16,0.144,0.132,0.109,0.115,0.116,0.161,0.264,0.18,0.14,0.07,0.151,0.254,0.127,0.1,0.102,0.133,0.099,0.093,0.124,0.146,0.169,0.134,0.151,0.107,0.136,0.092,0.276,0.205,0.113,NA,NA
