"tag","coreID","sp","status.at.coring","1777","1778","1779","1780","1781","1782","1783","1784","1785","1786","1787","1788","1789","1790","1791","1792","1793","1794","1795","1796","1797","1798","1799","1800","1801","1802","1803","1804","1805","1806","1807","1808","1809","1810","1811","1812","1813","1814","1815","1816","1817","1818","1819","1820","1821","1822","1823","1824","1825","1826","1827","1828","1829","1830","1831","1832","1833","1834","1835","1836","1837","1838","1839","1840","1841","1842","1843","1844","1845","1846","1847","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1859","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
132018,"132018A","caco","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.017,0.83,0.49,0.727,1.042,0.848,1.229,2.034,1.209,0.832,1.203,1.013,0.98,1.122,0.568,1.49,1.073,1.295,2.46,1.95,2.178,1.423,1.96,2.444,2.538,1.767,2.534,2.801,2.783,2.557,2.249,3.862,3.514,3.131,2.573,1.677,2.13,1.887,2.449,2.013,2.591,3.707,3.439,2.965,2.948,2.549,1.982,1.887,1.881,1.962,1.564,2.724,2.109,0.972,1.735,1.199,1.25,0.927,1.022,1.733,1.349,1.872,1.691,1.928,1.337,1.456,1.645,2.091,1.069,1.766,1.428,0.893,1.052,1.356,1.411,1.353,1.567,1.751,0.989,1.693,1.911,2.263,1.285,1.42,1.856,1.157,1.274,1.111,1.005,2.017,1.184,1.534,1.56,1.701,0.509,0.268,0.382,0.472,0.531,0.528,0.844,0.408,0.499,0.588,0.541,0.541,0.422,NA,NA
142210,"142210A","caco","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811,0.996,1.065,0.749,0.761,0.541,0.586,0.507,0.308,0.536,0.424,0.34,0.502,0.378,0.41,0.627,0.627,0.366,0.284,0.303,0.309,0.242,0.234,0.918,0.58,0.824,0.926,0.642,0.547,0.567,0.642,0.529,0.47,0.45,0.735,0.542,0.567,0.854,0.718,0.65,0.64,1.066,0.88,0.499,0.495,0.592,0.661,0.713,0.343,0.935,1.351,0.95,0.477,0.555,0.728,0.941,0.667,0.898,0.534,0.724,0.325,0.338,0.203,0.21,0.2,0.173,0.205,0.219,0.202,0.252,0.407,0.177,0.298,0.294
142220,"142220","caco","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.606,2.14,1.938,1.046,1.764,1.208,1.168,1.044,1.846,1.012,0.812,1.01,1.018,0.928,0.972,0,0.532,0.276,0.35,0.198,0.288,0.392,0.76,0.58,0.776,0.654,0.646,0.774,0.53,0.588,0.774,0.544,1.132,0.964,1.07,1.02,0.832,0.836,0.728,0.6,0.676,0.86,0.77,0.778,0.624,0.59,1.59,2.002,2.104,2.26,2.254,1.35,1.136,1.464,1.068,1.104,1.24,1.226,0.658,0.712,1.016,0.834,1.31,1.406,1.32,1.106,1.078,1.142,1.026,0.708,1.376,0.7,1.1,1.222,1.044,0.962,0.768,0.768,0.628,0.466,1.358,1.426,1.336,0.794,0.672,0.962,0.54,0.652,0.59,0.8,0.508,0.566,0.882,1.438,1.776,2.006,3.262,2.802,1.502,4.936,5.24,3.644,NA,NA,NA,NA,NA,NA,NA,NA
151006,"151006A","caco","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.459,1.541,1.328,1.27,1.323,0.981,0.955,0.668,0.907,1.474,1.759,0.986,0.988,0.974,0.785,1.531,1.147,1.282,1.059,0.979,0.716,0.392,0.963,1.11,0.649,0.587,0.618,0.76,0.452,0.464,0.633,1.124,1.092,1.082,1.101,1.535,1.018,1.124,1.356,1.259,1.069,0.824,0.767,0.467,1.212,1.197,0.931,1.329,0.865,0.798,0.705,0.558,0.688,0.697,0.574,0.663,0.406,0.402,0.657,0.677,0.678,0.535,0.582,0.77,0.657,0.628,0.79,0.969,0.484,0.554,0.557,0.413,0.359,0.605,0.4,0.3,0.451,0.236,0.231,NA
152118,"152118A","caco","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.472,2.656,1.049,0.958,1.067,0.758,1.376,0.913,0.957,0.68,0.875,0.994,0.838,1.382,1.197,1.124,1.027,0.87,0.701,1.374,0.291,0.417,0.735,1.302,0.954,0.842,1.411,1.551,0.755,1.052,1.398,1.584,1.19,1.624,0.45,0.407,0.387,0.528,0.574,0.292,0.362,0.216,0.191,0.226,0.197,0.194,NA,NA,NA,NA,NA
152151,"152151A","caco","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669,0.309,0.358,0.416,0.357,0.577,0.526,0.32,0.299,0.179,0.204,0.51,0.593,0.788,0.473,0.516,0.294,0.454,0.866,0.564,1.143,0.724,0.779,1.068,1.016,1.225,0.807,0.788,0.929,1.036,0.915,1.131,0.888,0.909,1.068,0.55,1.3,1.354,1.379,1.427,1.055,1.4,1.565,1.374,1.396,1.034,1.127,1.031,0.904,1.079,1.739,2.488,3.098,2.697,2.745,2.125,2.843,2.941,2.258,1.813,1.575,2.22,1.198,1.687,1.946,1.98,2.08,1.567,2.066,1.644,1.84,1.472,1.518,1.426,1.665,1.317,1.644,1.989,1.698,1.4,1.304,1.158,1.052,0.919,1.488,2.192,1.596,1.075,1.318,1.59,1.397,1.548,1.311,1.24,1.337,0.962,1.16,1.276,0.807,2.334,1.31,1.12,0.568,0.484,0.549,0.381,0.44,0.437,0.428,0.595,NA,NA,NA,NA
160989,"160989A","caco","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357,0.434,0.353,0.336,0.229,0.229,0.379,0.363,0.489,0.309,0.538,0.505,0.511,0.996,1.211,0.747,0.754,0.654,0.665,0.792,0.754,0.459,0.61,0.346,0.435,0.586,0.679,0.557,0.123,0.535,1.182,1.311,1.494,1.552,1.296,1.301,0.245,0.356,0.365,1.079,0.918,0.778,0.696,0.491,0.671,0.572,0.644,0.458,0.972,0.773,0,0.722,0.621,0.479,0.726,0.502,0.714,0.807,0.784,0.852,0.574,0.496,0.891,0.572,0.692,0.438,0.568,0.766,0.455,1.219,0.895,0.402,0.527,0.473,0.481,0.438,0.34,0.445,0.298,0.235,0.221,0.259,0.248,0.277,0.213,0.266,0.52,0.747,0.373,0.377,0.376,0.313,0.438,0.732,0.833,0.668,1.034,0.757,0.523,0.687,0.688,NA
162252,"162252A","caco","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485,0.135,0.182,0.172,0.168,0.111,0.304,0.358,0.408,0.576,0.366,0.292,0.256,0.251,0.352,0.415,0.338,0.353,0.335,0.554,0.424,0.702,0.495,0.531,0.232,0.176,0.114,0.161,0.155,0.152,0.13,0.17,0.762,1.023,1.195,2.851,3.965,4.237,3.96,3.046,3.132,2.323,2.15,1.726,0.862,0.628,0.695,0.6,0.393,0.447,0.468,0.368,0.18,NA,NA,NA,NA
30567,"30567A","cagl","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.289,0.962,0.31,0.258,0.503,0.334,0.301,0.376,0.286,0.309,0.285,0.3,0.327,0.286,0.275,0.229,0.352,0.241,0.429,0.449,0.571,0.611,0.524,1.026,0.579,0.684,0.806,0.666,1.075,0.782,0.83,0.678,0.73,0.735,0.749,1.178,1.147,1.051,1.034,1.267,1.09,1.129,1.051,2.11,2.589,0.733,0.749,1.645,1.828,1.832,2.213,1.31,1.072,1.116,0.712,0.472,0.57,0.89,1.154,0.797,1.572,1.29,1.038,1.16,1.144,1.185,1.588,1.831,1.028,0.74,0.733,2.155,2.578,2.127,1.357,1.067,1.108,1.489,1.154,0.287,0.2,0.098,NA,NA,NA,NA
33337,"33337A","cagl","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.572,1.665,1.972,1.856,1.858,1.164,1.178,1.333,1.373,0.83,0.499,0.521,0.53,0.544,0.649,0.991,0.603,0.577,0.992,0.878,0.547,0.553,0.3,0.395,0.333,0.315,0.522,0.758,0.665,1.036,0.893,0.734,0.67,0.397,0.666,0.533,0.96,1.077,1.11,1.268,0.582,0.808,0.793,0.666,0.629,0.634,0.283,0.507,0.328,0.861,1.068,1.115,0.93,0.575,0.793,0.841,0.486,0.418,0.583,0.515,0.375,NA,NA,NA
40522,"40522","cagl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244,0.354,0.374,0.858,0.768,1.028,1.124,1.166,0.766,0.652,0.91,1.034,0.972,0.906,0.708,0.522,0.612,0.552,0.406,0.478,0.498,0.516,0.322,0.304,0.292,0.164,0.176,0.306,0.29,0.1,0.328,0.288,0.254,0.176,0.158,0.36,0.134,0.116,0.344,0.16,0.46,0.302,0.118,0.262,0.226,0.23,0.322,0.078,0.37,0.306,0.28,0.266,0.61,0.5,0.524,0.436,0.458,0.436,0.33,0.52,0.586,0.678,0.608,0.696,0.916,0.698,0.686,0.668,0.712,0.814,0.748,0.712,0.806,1.318,1.162,1.2,0.672,0.49,0.58,0.766,0.684,NA,NA,NA,NA,NA,NA,NA
50244,"50244","cagl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.456,1.66,2.308,2.748,2.164,3.578,2.202,3.004,1.778,1.536,1.524,0.998,0.948,0.448,0.386,0.268,0.552,0.404,0.468,0.752,1.062,0.662,0.712,0.51,0.5,0.366,0.214,0.286,0.264,0.316,0.758,0.464,0.852,0.938,1.028,0.95,0.694,0.97,0.902,1.014,0.836,0.622,0.678,0.928,0.838,0.554,1.05,0.86,0.794,0.74,0.724,0.584,0.36,0.354,0.356,0.476,0.442,0.564,0.792,0.832,1.312,1.876,1.042,1.312,0.846,0.606,0.616,0.434,0.556,2.074,0.98,0.314,0.198,0.156,0.154,0.232,0.16,0.144,0.174,0.234,0.224,0.104,0.186,0.168,0.114,0.2,0.172,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA
50246,"50246","cagl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.862,1.48,1.472,0.764,1.474,0.762,0.856,0.764,0.494,0.514,0.438,0.87,0.324,0.516,0.482,0.7,0.732,0.736,0.476,0.474,0.526,0.446,0.934,0.95,1.91,1.282,1.55,1.754,2.054,1.746,1.018,1.104,1.034,1.058,1.158,1.028,0.998,1.174,0.368,1.03,1.25,0.672,0.502,0.552,0.866,0.626,0.348,0.626,0.474,0.624,0.584,0.738,0.896,1.084,2.222,2.186,2.108,2.55,1.972,2.272,1.324,1.466,1.214,0.804,0.868,0.678,0.682,0.844,0.482,0.568,0.418,0.344,0.588,0.432,0.466,0.434,0.308,0.518,0.444,0.884,0.9,0.956,0.796,0.4,0.456,0.644,0.484,0.616,0.57,0.614,0.52,0.498,1.118,0.72,0.768,0.708,0.588,0.722,0.46,0.524,0.678,0.684,0.928,0.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60059,"60059","cagl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.582,1.72,1.818,1.644,1.44,1.414,1.21,1.464,1.514,0.86,1.138,0.978,0.926,1.308,1.628,1.196,0.904,0.746,0.88,1.024,1.9,1.134,1.672,1.032,1.032,1.352,1.362,1.778,1.796,1.906,1.842,2.51,2.088,1.73,2.018,2.02,1.876,1.604,2.05,2.464,1.914,1.466,1.514,1.576,1.654,1.08,1.47,1.512,1.366,1.404,1.022,0.99,1.692,2.346,2.32,2.034,3.298,2.95,2.534,2.714,1.37,1.266,1.174,1.238,1.174,1.846,2.186,1.808,1.804,1.74,2.114,2.78,1.542,2.092,1.594,1.39,2.174,2.236,1.48,1.436,1.68,2.11,1.358,1.864,1.812,1.664,1.718,1.476,2.266,1.564,2.034,2.124,1.79,1.594,1.688,1.328,1.362,1.176,1.344,1.968,1.426,1.288,1.812,1.414,1.672,1.754,1.632,1.632,NA,NA,NA,NA,NA,NA,NA,NA
60172,"60172","cagl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.866,0.814,1.336,1.19,1.068,0.824,1.244,1.456,1.062,0.502,0.774,0.73,0.696,1.328,0.96,0.864,0.808,0.854,1.132,0.906,0.784,0.658,0.744,0.602,0.58,0.586,0.488,0.352,0.378,0.252,0.208,0.274,0.37,0.26,0.266,0.424,0.838,1.072,1.044,1.08,1.132,1.364,2.434,1.428,1.288,1.69,1.24,1.628,1.498,1.332,1.3,0.918,1.352,0.982,0.912,1.064,0.908,0.822,1.124,0.814,1.306,1.458,0.998,0.786,0.702,0.574,0.446,0.25,0.594,0.382,0.64,0.474,0.492,0.504,0.754,0.598,0.79,0.878,1.324,0.766,0.948,0.892,0.5,0.636,0.63,0.584,0.47,0.296,0.574,0.698,0.484,0.506,0.486,0.624,0.448,0.312,0.352,0.658,0.734,0.538,1.412,1.464,1.282,0.844,0.79,1.138,1.002,0.72,0.946,0.89,0.982,0.882,0.904,0.888,1.044,0.87,0.974,0.752,0.64,1.024,0.95,0.818,0.89,0.822,0.706,0.818,1.54,0.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60252,"60252","cagl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,0.73,1.038,0.718,0.724,0.654,0.528,0.302,0.258,0.244,0.45,0.166,0.106,0.282,0.126,0.23,0.292,0.34,0.25,0.468,0.512,0.376,0.35,0.306,0.21,0.274,0.406,0.53,0.39,0.506,0.526,0.316,0.324,0.258,0.168,0.2,0.304,0.376,0.574,0.398,0.398,0.238,0.226,0.332,0.534,0.208,0.862,0.502,0.608,0.7,0.808,0.692,0.57,0.854,0.558,0.674,0.596,0.58,0.876,0.564,0.544,0.316,1.076,0.578,0.39,0.266,0.182,0.584,0.236,0,0,0.222,0.22,0.254,0,0.862,1.686,1.56,1.34,1.554,1.026,1.394,1.132,1.06,1.01,0.856,1.038,0.746,0,0.92,0.876,0.912,0.654,0.456,0.472,0.362,0.368,0.25,0.616,0.398,0.554,0.47,0.708,0.834,0.632,0.414,0.176,0.272,0.326,0.286,0.354,0.114,0.33,0.214,0.202,0.38,0.416,0.302,0.402,0.22,0.298,0.508,0.278,0.218,0.222,0.228,0.282,0.22,0.162,0.188,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA
