"tag","coreID","sp","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
62281,"62281","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014,0.966,1.513,1.748,2.181,1.871,1.727,1.299,1.611,1.885,2.136,2.089,2.409,1.947,1.808,1.418,1.553,1.425,1.312,1.455,1.479,1.296,0.908,0.759,1.004,0.977,1.109,1.114,1.035,1.037,1.032,1.039,1.174,1.709,2.344,3.048,3.897,3.48,2.999,2.736,3.125,3.354,2.309,2.239,1.717,1.388,1.331,1.405,1.316,0.775,1.089,1.179,1.184,1.132,0.987,0.97,1.112,0.946,1.102,1.212,0.797,1.139,0.945,0.958,0.91,0.941,1.427,1.289,1.144,1.194,0.918,0.714,0.753,0.789,0.627,0.797,0.817,0.854,0.79,0.673,0.603,0.929,0.8,0.781,0.974,1.153,0.8,0.868,0.786,0.722,0.771,0.641,0.729,NA,NA,NA,NA,NA,NA,NA,NA
62372,"62372","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.038,1.134,1.453,1.014,0.859,0.689,0.451,0.485,0.665,0.868,0.867,1.055,1.167,0.708,0.865,0.738,0.727,0.736,0.611,0.654,0.675,0.648,0.852,0.735,0.812,0.937,0.833,0.776,0.807,1.055,1.654,1.795,1.93,1.389,1.483,1.356,1.091,1.148,0.997,0.898,0.843,1.093,1.661,1.524,1.631,1.089,1.24,1.132,1.416,1.495,1.364,1.107,1.513,0.961,0.689,0.9,0.939,1.07,1.323,1.42,1.859,1.55,1.497,1.557,1.722,1.192,1.337,1.333,1.844,1.551,1.142,0.814,1.141,1.26,0.934,1.429,1.16,1.305,1.189,1.139,1.153,1.01,1.361,1.263,NA,NA,NA,NA,NA,NA,NA,NA
70096,"70096","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986,1.101,1.073,1.13,0.952,0.838,0.89,0.764,0.59,0.638,0.563,0.621,1.368,1.411,1.143,0.96,0.917,0.872,0.612,0.311,0.323,0.321,0.342,0.321,0.686,1.074,1.116,0.896,1.086,0.836,0.957,0.772,0.835,1.149,1.153,1.306,1.202,1.277,1.312,1.191,1.248,1.453,2.035,1.81,1.78,1.942,2.328,2.442,2.164,1.765,1.416,2.622,3.332,3.138,2.958,3.45,2.591,3.054,3.318,2.782,2.158,1.927,2.118,1.589,2.344,3.896,3.108,2.589,2.574,2.627,2.142,2.459,2.682,2.467,1.743,2.399,1.999,1.711,1.807,1.526,1.576,1.909,1.305,1.517,1.56,1.272,1.155,1.638,1.325,1.452,1.392,1.402,1.502,1.24,1.089,1.144,1.019,1.075,1.458,1.405,1.505,1.486,1.767,1.606,1.388,1.505,1.6,NA,NA,NA,NA,NA,NA,NA,NA
70126,"70126","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.927,0.757,0.69,0.666,0.619,0.641,0.648,0.544,0.61,0.663,0.517,0.55,0.353,0.264,0.477,0.43,0.412,0.47,0.617,0.515,0.431,0.301,0.24,0.276,0.24,0.114,0.33,0.289,0.337,2.532,2.33,1.724,1.081,0.962,0.947,1.257,1.19,0.917,1.413,1.089,1.617,1.632,1.916,1.989,1.508,1.851,1.173,1.051,1.241,1.126,1.173,1.499,1.763,1.439,1.339,1.16,1.106,1.109,1.078,1.554,1.458,1.372,1.463,1.817,1.817,1.837,1.328,1.571,1.777,1.825,2.51,1.981,2.087,1.349,1.986,2.017,1.35,1.14,1.304,1.381,1.127,1.621,2.153,2.199,1.373,1.208,1.362,1.181,1.396,1.191,1.493,1.439,2.173,1.275,1.365,1.127,1.123,1.119,1.195,0.832,1.483,1.378,1.213,1.122,1.598,1.05,1.142,1.175,1.272,1.265,1.353,0.813,1.187,1,1.02,1.116,1.268,1.483,1.225,1.182,0.99,0.939,1.325,1.391,NA,NA,NA,NA,NA,NA,NA,NA
70382,"70382","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.663,2.194,1.764,1.307,1.7,2.117,1.962,1.609,2.052,2.016,2.437,2.168,2.194,2.361,1.923,2.366,1.744,2.088,2.291,1.505,2.371,2.507,2.363,2.596,2.184,1.919,1.655,1.483,1.558,1.753,1.055,0.798,1.13,1.489,1.753,2.273,1.941,1.519,1.937,2.014,2.223,1.664,2.045,1.466,2.022,1.943,1.891,1.42,1.332,1.177,0.992,1.292,1.696,1.848,1.924,1.212,1.133,1.486,1.407,1.533,1.423,1.006,1.746,1.448,1.285,1.309,1.229,1.348,1.457,1.145,1.833,1.871,1.4,1.258,1.678,1.295,1.429,1.846,1.868,1.414,1.298,0.845,1.396,1.124,1.073,1.351,1.759,1.601,1.409,1.508,2.182,1.156,0.987,0.832,NA,NA,NA,NA,NA,NA,NA,NA
70382,"70382B","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,0.578,0.755,0.424,0.397,0.951,0.688,0.937,2.094,1.95,1.936,1.673,1.725,1.212,1.687,1.343,1.685,1.526,1.749,1.746,1.903,1.973,1.754,1.805,1.518,1.647,1.62,1.667,1.82,2.049,2.283,2.12,2.008,2.27,1.707,1.652,1.904,2.048,1.471,1.202,1.995,2.337,2.381,2.36,2.041,1.629,1.684,1.991,2.158,1.844,2.502,2.059,2.929,2.405,2.249,1.758,1.481,1.369,1.1,1.435,1.81,1.992,2.34,1.448,1.612,1.603,1.874,2.061,1.91,1.226,2.003,1.904,0.934,0.975,1.173,1.165,1.368,0.953,1.556,1.655,1.203,1.283,1.617,1.182,1.44,1.853,1.93,1.483,1.3,0.955,1.747,1.284,1.28,1.983,1.803,1.981,1.604,1.684,1.351,1.588,1.987,2.328,NA,NA,NA,NA,NA,NA,NA,NA
70407,"70407","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,0.875,0.92,0.689,0.777,0.797,0.649,0.862,0.872,0.808,0.7,0.509,0.402,0.488,0.379,0.297,0.272,0.361,0.443,0.388,0.378,0.742,1.283,1.803,1.712,2.092,1.736,1.666,1.522,1.535,1.653,1.603,1.5,1.355,1.877,2.311,1.866,1.781,1.414,1.481,1.723,1.857,2.332,2.341,1.437,2.581,2.287,0.934,0.911,0.933,1.109,1.258,1.328,1.685,1.678,1.362,1.659,1.703,1.411,1.846,2.127,2.355,2.157,1.61,1.25,1.963,1.718,2.224,2.827,2.492,2.425,2.586,2.615,2.437,1.882,2.207,2.648,NA,NA,NA,NA,NA,NA,NA,NA
70421,"70421","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578,0.86,0.506,0.503,0.689,0.707,0.872,0.585,0.617,0.547,0.44,0.532,0.571,0.677,0.707,0.636,0.518,0.343,0.277,0.227,0.246,0.237,0.256,0.186,0.323,0.396,0.629,0.564,0.841,0.868,0.819,0.91,1.114,1.365,0.992,1.205,1.087,1.227,1.306,1.061,1.271,1.058,1.287,1.166,1.057,0.967,1.387,1.519,1.43,1.655,1.259,1.037,1.073,1.059,1.426,1.408,1.297,1.323,1.607,1.602,1.629,1.538,1.265,1.457,1.405,2.016,1.738,2.144,1.534,1.695,1.651,1.53,1.494,1.476,1.527,1.285,1.409,1.517,2,2.105,1.568,1.363,1.446,1.59,1.585,1.752,1.209,1.643,1.373,1.102,0.93,0.954,0.934,0.995,0.921,1.246,1.237,1.096,1.056,1.186,1.009,1.131,1.166,1.285,1.264,1.032,0.863,1.055,1.11,1.143,1.198,1.267,1.133,1.13,1.305,1.177,1.203,1.36,1.491,NA,NA,NA,NA,NA,NA,NA,NA
70502,"70502","quru",NA,0.255,0.161,0.177,0.209,0.264,0.325,0.466,0.437,0.241,0.231,0.172,0.157,0.103,0.148,0.497,0.737,0.787,0.85,1.076,1.371,0.539,0.521,0.407,0.503,0.419,0.302,0.238,0.271,0.158,0.176,0.141,0.234,0.2,0.299,0.241,0.514,0.279,0.425,0.46,0.616,0.553,0.477,0.583,1.12,1.833,1.697,1.316,1.452,1.185,1.154,1.289,1.674,1.753,1.312,1.961,1.393,2.166,2.092,1.943,1.935,1.966,2.009,1.998,1.441,1.235,0.758,0.811,0.717,0.709,0.71,0.548,0.759,1.075,1.128,1.339,0.872,0.68,0.928,1.237,1.402,1.121,1.342,1.079,1.251,1.183,0.993,0.975,0.803,0.783,0.649,0.728,1.36,1.629,0.99,0.634,0.93,0.824,0.761,0.996,0.899,0.86,1.013,0.902,0.788,0.697,0.643,0.65,0.667,0.646,1.11,0.892,0.598,0.581,0.795,0.591,0.6,0.567,0.806,0.674,0.501,0.446,0.62,0.457,0.423,0.447,0.514,0.468,0.476,0.487,0.433,0.46,0.506,0.488,NA,NA,NA,NA,NA,NA,NA,NA
72140,"72140","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.563,1.327,1.736,1.906,1.386,1.072,1.509,1.456,1.336,1.549,1.348,1.343,1.22,1.327,1.438,1.501,1.74,1.174,1.612,1.39,1.401,1.245,1.432,1.139,0.948,1.086,1.406,1.164,1.227,0.939,1.021,0.884,1.028,1.137,1.106,0.706,1.093,1.047,1.266,1.169,1.295,1.14,1.176,1.201,1.269,1.354,1.035,1.195,1.636,1.025,1.396,1.529,1.529,1.339,1.375,1.133,1.477,1.1,1.441,2.018,1.469,1.671,1.703,1.63,1.595,1.838,1.247,1.404,NA,NA,NA,NA,NA,NA,NA,NA
72396,"72396","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606,0.891,1.066,0.95,0.805,0.715,0.802,0.778,0.637,0.616,0.854,0.946,1.212,1.217,1.026,1.31,1.436,1.3,1.054,0.96,1.392,1.014,0.955,0.88,0.946,1.096,1.155,1.094,1.089,1.17,0.953,1.24,2.031,2.772,1.788,2.155,2.558,1.979,1.65,2.068,1.974,2.132,2.658,3.353,2.82,2.626,2.184,1.859,2.058,2.138,2.232,2.27,1.764,1.934,2.14,2.144,1.879,1.706,1.682,1.992,2.341,2.282,1.694,1.837,1.755,2.097,1.544,1.709,2.064,2.418,1.898,1.761,1.416,2.04,1.565,2.022,1.966,2.552,2.613,2.278,2.083,1.628,1.802,1.726,1.859,NA,NA,NA,NA,NA,NA,NA,NA
80233,"80233","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.122,2.38,2.391,1.757,1.824,1.425,1.371,1.318,1.975,1.643,1.585,1.993,2,1.778,1.788,2.086,1.923,1.692,2.054,1.402,2.136,1.264,1.176,1.468,1.871,1.705,1.373,1.644,1.228,1.222,1.327,1.649,1.718,2.132,2.253,2.05,2.102,2.186,1.323,1.315,1.189,0.983,1.46,1.117,1.114,1.775,1.366,1.212,1.273,1.348,1.408,1.121,1.854,1.989,2.26,1.121,1.087,1.625,1.528,1.228,1.339,1.389,1.097,1.229,2.023,2.735,1.662,0.865,0.914,1.24,0.899,0.96,0.962,0.929,1.66,1.178,1.247,0.921,0.809,1.059,0.936,0.76,0.712,1.054,0.821,0.71,0.876,0.825,1.048,0.792,0.648,0.899,0.986,0.653,0.733,0.867,0.783,0.984,0.973,1.092,0.871,0.869,0.564,0.737,0.898,0.858,NA,NA,NA,NA,NA,NA,NA,NA
80235,"80235","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.746,1.331,2.488,1.838,1.239,0.926,0.761,1.387,0.964,0.878,1.167,1.246,1.161,1.175,0.913,0.973,0.948,1.03,1.257,1.528,1.399,1.426,1.346,1.214,1.38,1.304,1.182,1.07,0.934,0.625,0.849,0.872,0.773,1.008,1.055,0.756,0.656,1.09,0.755,1.587,2.173,3.244,3.428,3.98,4.32,3.389,2.853,2.063,1.802,1.328,1.622,2.444,2.291,2.334,1.467,1.467,1.863,1.79,1.498,2.091,1.623,1.885,1.521,1.72,1.472,1.034,1.273,1.283,1.009,1.556,1.415,1.011,1.006,1.383,1.108,1.268,0.961,1.31,1.165,1.511,0.921,1.362,1.046,0.881,1.165,0.902,0.965,1.085,1.072,0.789,0.806,0.815,0.843,NA,NA,NA,NA,NA,NA,NA,NA
80316,"80316","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.837,2.585,2.127,1.924,2.362,2.803,1.893,2.355,1.912,1.977,2.359,2.743,2.605,1.893,2.246,1.595,2.043,1.475,2.014,2.116,2.415,2.39,1.885,2.212,2.003,1.941,1.778,1.202,1.277,1.049,0.97,0.502,0.661,1.399,1.732,1.535,1.492,1.495,1.795,2.543,2.768,2.281,2.224,2.303,2.92,2.599,1.845,1.696,1.894,1.821,1.828,2.332,2.558,3.127,2.234,1.353,1.577,1.278,1.747,1.876,1.753,1.584,1.273,1.156,1.014,0.968,1.215,1.115,1.135,1.096,1.033,1.063,0.758,0.913,1.067,1.347,1.106,1.137,0.972,0.769,0.645,0.629,0.671,0.476,0.759,0.766,0.613,0.663,0.684,0.634,0.706,1.811,1.914,NA,NA,NA,NA,NA,NA,NA,NA
80330,"80330","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415,0.387,0.228,0.446,0.653,0.847,0.39,0.177,0.149,0.249,0.164,0.087,0.052,0.057,0.033,0.063,0.052,0.096,0.12,0.152,0.171,0.136,0.19,0.372,0.334,0.552,0.891,0.528,0.682,0.676,0.867,0.93,1.531,1.652,1.243,1.238,1.295,1.033,1.185,1.085,1.149,1.065,1.279,1.733,1.449,1.274,1.452,1.52,1.06,0.922,1.067,1.12,1.199,1.066,1.12,1.131,1.237,1.334,1.162,1.162,1.497,1.797,1.578,2.098,1.586,2.143,1.927,1.654,1.523,1.525,1.166,1.058,1.01,1.166,1.29,1.153,1.074,0.947,1.031,1.112,1.184,1.119,0.914,1.081,0.992,0.681,0.847,0.861,0.936,0.934,0.856,0.986,0.889,0.757,0.766,1.206,0.886,1.028,0.907,0.904,0.836,0.804,0.606,0.783,0.806,0.861,0.814,0.853,0.843,0.798,0.667,0.662,0.663,0.808,0.905,NA,NA,NA,NA,NA,NA,NA,NA
80491,"80491","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858,1.075,1.237,1.186,0.796,0.728,0.692,0.446,0.729,0.677,0.731,0.878,0.812,0.856,0.695,0.957,1.029,1.273,1.326,0.97,1.42,1.157,1.05,1.32,1.793,2.372,1.65,1.842,1.374,0.914,1.397,1.33,1.133,1.011,1.363,1.123,0.919,1.189,0.87,0.864,0.782,0.641,0.746,0.575,0.537,1.004,1.172,1.686,1.497,1.105,1.182,1.233,1.299,1.131,1.583,1.414,1.485,1.832,2.06,2.065,1.499,1.151,1.016,0.83,1.682,1.904,1.606,1.403,1.498,1.613,1.755,1.796,1.805,1.423,1.662,1.393,0.86,0.88,0.941,1.049,1.189,0.957,1.483,1.819,1.34,1.069,1.299,1.094,1.298,1.3,1.263,1.093,0.944,0.873,1.146,1.204,1.075,1.438,1.457,1.342,1.507,1.136,0.988,1.109,1.404,1.153,NA,NA,NA,NA,NA,NA,NA,NA
82115,"82115","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,0.571,0.59,0.47,0.838,0.865,0.398,0.569,0.455,0.715,0.636,0.676,0.617,0.644,0.583,0.486,0.468,0.477,0.531,0.431,0.462,0.647,0.84,0.719,0.635,0.673,0.792,0.916,0.751,0.578,0.533,0.431,0.554,0.588,0.63,0.529,0.639,0.531,0.402,0.606,0.526,0.445,0.492,0.371,0.513,0.583,0.586,0.588,0.427,0.59,0.496,0.571,0.488,0.556,0.791,0.543,0.527,0.595,0.76,0.463,0.398,0.31,0.351,0.221,0.217,0.326,0.255,0.36,0.104,0.163,0.331,0.379,0.445,0.553,0.477,0.302,NA,NA,NA,NA,NA,NA,NA,NA
82138,"82138","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.567,2.361,2.86,2.102,2.012,1.916,1.746,2.11,1.976,1.936,2.194,1.774,1.569,1.295,1.316,2.21,2.637,2.202,3.307,3.748,1.603,1.396,1.509,1.75,1.919,2.328,2.197,2.212,2.316,2.064,2.493,2.007,2.807,2.415,2.947,2.862,2.703,2.06,3.03,2.233,2.616,3.262,2.581,3.228,3.49,2.646,2.297,2.089,1.921,2.614,NA,NA,NA,NA,NA,NA,NA,NA
82228,"82228A","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.394,1.199,1.22,0.9,1.651,1.062,1.3,1.487,1.825,1.627,1.042,0.998,0.882,0.749,1.157,1.4,1.188,0.988,1.437,1.374,1.382,0.963,1.106,1.363,1.684,1.762,1.724,2.127,2.109,2.327,2.488,2.335,2.019,1.806,1.92,2.174,2.504,2.639,2.679,1.908,2.877,3.503,4.272,3.196,2.556,2.783,2.97,2.711,3.711,4.514,4.169,4.333,4.325,5.313,5.576,5.14,4.882,5.408,3.871,6.413,4.158,3.832,4.164,5.043,4.033,4.295,3.797,3.806,3.824,3.643,2.304,4.262,3.069,3.734,4.789,3.62,4.813,3.938,3.715,2.856,3.505,3.152,5.762,4.656,4.113,3.057,2.283,1.785,1.246,0.55,NA
82228,"82228B","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.724,4.513,3.61,4.828,4.241,4.061,3.935,4.166,3.427,3.321,4.985,4.004,5.028,6.63,8.343,6.857,4.895,5.456,5.044,4.518,3.581,5.771,5.135,7.042,5.384,6.868,7.565,6.159,6.839,6.748,6.632,8.518,8.183,7.524,7.935,5.938,4.302,4.863,5.302,7.978,6.203,6.132,3.532,7.405,5.122,5.175,7.297,7.109,6.873,6.524,5.513,3.477,3.935,5.216,5.6,4.881,4.028,2.327,1.67,1.222,1.483,NA,NA
90510,"90510","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799,1.009,0.874,1.007,0.818,0.802,1.13,0.929,0.936,0.628,0.611,0.783,0.881,0.911,0.899,0.787,0.972,1.055,0.593,0.79,0.974,3.909,0.405,0.314,0.326,0.241,0.338,0.218,0.324,0.329,0.454,0.542,0.447,0.457,0.604,0.543,0.512,0.357,0.411,0.334,0.342,0.298,0.327,0.319,0.318,0.329,0.322,0.318,0.719,0.316,0.314,0.319,0.287,0.267,0.377,0.397,0.506,0.631,0.574,0.509,0.565,0.571,0.478,0.462,0.453,0.411,0.413,0.363,0.54,0.425,0.463,0.41,0.331,0.322,0.327,0.425,0.448,0.496,0.383,0.39,0.287,0.122,0.311,0.274,0.377,0.288,0.301,NA,NA,NA,NA,NA,NA,NA,NA
90529,"90529","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.868,0.915,1.261,0.977,10.493,0.873,0.764,0.643,0.614,0.405,0.387,0.348,0.316,0.329,0.499,0.518,0.367,0.226,0.264,0.363,0.409,0.487,0.498,0.476,0.401,0.58,0.614,0.644,1.006,0.695,0.822,0.579,0.747,0.784,0.886,0.959,1.039,1.242,1.331,0.981,1.204,1.025,0.941,0.989,0.932,1.238,0.881,0.465,0.908,0.995,0.355,0.376,0.372,0.361,0.426,0.514,0.541,0.524,0.471,0.458,0.464,0.378,0.513,0.538,0.665,0.589,0.518,0.5,0.559,0.573,0.5,0.824,0.815,0.637,0.705,0.713,0.744,0.659,0.708,0.824,NA,NA,NA,NA,NA,NA,NA,NA
92250,"92250A","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494,0.678,0.493,0.485,0.393,0.355,0.219,0.242,0.297,0.318,0.451,0.449,0.302,0.385,0.342,0.494,0.405,0.34,0.329,0.269,0.347,0.644,0.525,0.358,0.293,0.405,0.563,0.509,0.654,0.659,0.642,0.74,0.715,0.788,0.623,0.732,0.654,0.554,0.509,0.61,0.523,0.573,0.585,0.61,0.707,0.664,0.565,0.41,0.367,0.248,0.403,0.484,0.465,0.692,0.469,0.305,0.554,0.514,0.527,0.472,0.475,0.587,0.484,0.487,0.389,0.26,0.239,0.29,0.419,0.48,0.444,0.296,0.319,0.433,0.416,0.461,0.443,0.313,0.347,0.225,0.241,0.208,0.242,0.343,0.36,0.456,NA,NA,NA,NA,NA,NA,NA,NA
92250,"92250B","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479,0.465,0.556,0.41,0.43,0.371,0.35,0.498,0.389,0.417,0.343,0.336,0.393,0.551,0.58,0.401,0.372,0.405,0.556,0.523,0.608,0.591,0.632,0.672,0.673,0.749,0.703,0.655,0.636,0.502,0.477,0.513,0.463,0.43,0.55,0.577,0.61,0.562,0.511,0.362,0.342,0.221,0.344,0.38,0.451,0.612,0.408,0.276,0.461,0.411,0.455,0.374,0.456,0.562,0.48,0.506,0.364,0.285,0.227,0.277,0.483,0.445,0.444,0.357,0.33,0.4,0.437,0.428,0.499,0.283,0.422,0.201,0.244,0.198,0.257,0.256,0.378,NA,NA,NA,NA,NA,NA,NA,NA
100540,"100540","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.285,0.664,1.913,1.065,1.425,1.227,1.132,1.57,1.453,1.667,1.58,1.625,1.596,1.654,2.144,1.833,2.376,2.66,1.996,2.163,2.078,1.998,1.763,1.549,1.611,1.622,1.298,1.327,0.905,0.764,0.762,0.688,0.507,0.633,0.511,0.487,0.628,0.835,0.664,0.591,0.593,0.567,0.507,0.493,0.64,0.649,0.493,0.514,0.319,0.436,0.464,0.264,0.418,0.338,0.361,0.495,0.439,0.279,0.264,0.418,0.365,0.39,0.44,0.537,0.508,0.479,0.311,0.399,0.243,0.307,0.54,0.468,0.381,0.55,0.488,0.38,0.42,0.438,0.658,NA,NA,NA,NA,NA,NA,NA,NA
