quadrat,tag,stem,sp,lx,ly,codes.2013,dbh.2013,status.2015,status.2016,status. 2017,new.status,dbh.if.dead,perc.crown,crown.position,fad1,fad2,fad3,fad4,DF,liana.load,fraxinus.crown thinning,fraxinus.epicormic growth,EABF,DE.count,Old comments,2018 comments,cored,Date,surveyors
915,90702,1,litu,14.5,7.6,,377.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
915,90703,1,nysy,14.8,9.2,,114,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
915,90707,1,caca,13.4,17.2,DS,129.8999939,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
915,90709,1,caca,7.6,19.5,DC,113,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90697,1,unk,1.4,1,DS,368.7000122,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90698,1,caca,0.3,0.9,,131.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90699,1,caca,2,6.2,,119.4000015,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90710,1,nysy,17,1.3,,143.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90712,1,caco,7.5,3,,243.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90715,1,frni,7.1,8.1,B,160.3000031,A,A,AU,DS,165,4,I,I,R,BB,F,,,5,0,"VB, DE",5,,,,7/3/2018,Prestipino/Wilson
916,90716,1,frni,7.6,8.2,,370.8999939,A,DS,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90717,1,ulru,1.9,7.7,DC,121.5999985,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90718,1,frni,9,11.3,,102.6999969,A,DS,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90719,1,acru,0.9,18.9,,183.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90751,1,litu,13.9,5.3,,351.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90752,1,qual,12.4,7.4,,510.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90756,1,caca,14.2,10.9,,119.9000015,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90757,1,frni,19,14,DN,71.6,No sampled,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
916,90759,1,frni,9.5,14.9,,100,A,A,DS,PD,101,4,I,U,DF,,,5,,5,3,"SS,VB",,epicormics dying; cored,,,7/3/2018,Prestipino/Wilson
917,92006,1,fram,6.3,1.4,,544.2000122,A,A,A,DS,547.5,4,CD,I,BB,,,,,5,0,"W, DE, AS",43,,,,7/3/2018,Prestipino/Wilson
917,92007,1,litu,8.3,1.5,,310.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92011,1,caco,6,8.1,,181.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92014,1,nysy,0.4,5.8,,144,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92016,1,quru,3.2,3.4,,638,A,A,A,A,,,,,,,,,,,,,,,tag missing,,7/3/2018,Prestipino/Wilson
917,92018,1,acru,16.2,5.6,,519.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92019,1,caca,16.8,2.9,,109.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92021,1,caca,9.9,5.8,DC,103,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92024,1,quru,14.1,11.7,M,540,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92024,2,quru,14.1,11.7,S,456.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92028,1,fagr,16.9,10.4,,111.9000015,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92029,1,quru,11.5,14,M,544.5999756,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92029,2,quru,11.5,14,S,503.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92034,1,acru,2.6,12.6,M,179.3999939,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92034,2,acru,2.6,12.6,DS,111,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92035,1,acru,3.7,13.5,,392.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92037,1,litu,5.6,14.8,,191.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
917,92039,1,qual,8.1,19.5,,533.4000244,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92042,1,cagl,4.1,1,,101.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92045,1,cato,7.1,0.3,,131,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92046,1,qual,9.3,0.8,,578.9000244,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92048,1,amar,8.7,4.9,DS,125.1999969,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92050,1,caovl,6.2,7,,102.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92056,1,qual,18.2,1.5,,621.4000244,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92058,1,litu,20,9.2,,272.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92061,1,cagl,11,15.1,,310.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92064,1,caovl,13,4.9,,134.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92066,1,cato,16.4,12.1,,229.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92069,1,caovl,14.2,19.3,,181.6000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92072,1,quve,1.1,10.4,DS,552,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92073,1,litu,3.4,11.1,,192.3999939,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92074,1,quru,7.8,10.1,,273.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
918,92077,1,qual,7.9,13.5,,365.1000061,A,A,A,A,,,,,,,,,,,,,,,lower bark balding,,7/3/2018,Prestipino/Wilson
918,92080,1,nysy,2.8,18.4,,143.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92085,1,qual,1.5,1,,584.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92087,1,cagl,5.5,0.3,,116.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92090,1,cagl,9.8,0.8,M,468.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92090,2,cagl,9.8,0.8,S,325.8999939,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92091,1,cato,8.9,3.8,,108.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92092,1,cato,8.5,10.4,,114.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92093,1,acru,7.4,9.8,,300.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92094,1,acru,5.7,9,,120.3000031,A,DS,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92096,1,litu,3.5,6,,309.6000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92097,1,acru,0.6,5.5,DC,153.1000061,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92100,1,cato,14.1,1.1,,189.3999939,A,A,A,A,,,,,,,,,,,,,,,crown brown,,7/3/2018,Prestipino/Wilson
919,92104,1,cagl,18.6,9.3,,266.6000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92105,1,acru,15.6,8.2,,121.6999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92107,1,cagl,13.2,4.4,,295.6000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92111,1,cagl,17.9,12.3,,127.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92112,1,litu,14.4,18.8,,489.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92113,1,caovl,12.7,17.6,,182.3999939,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92115,1,acru,10.1,19.3,,156,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92116,1,cagl,13.1,13,,123.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92120,1,quru,4.3,16,,262.8999939,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92121,1,qual,3.4,19.6,,404.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
919,92123,1,cato,3,15.1,,249.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92124,1,acru,1.3,1.7,,167.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92131,1,saal,9.9,5.5,,294.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92133,1,quve,2,8.8,DS,582,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92137,1,cagl,11.8,1.7,,102.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92139,1,quru,17.6,0.3,,113.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92145,1,acru,10.4,7.3,,208.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92150,1,cato,17.4,13,,136.6999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92153,1,cagl,15.5,16.3,,229.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92155,1,cato,17.9,17.7,,123.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92157,1,unk,13.9,16.7,DC,238.6999969,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92158,1,cato,11.2,17.2,,101.4000015,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92159,1,quve,10.8,18,,252.3999939,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92162,1,cagl,5.9,12.3,,127.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92163,1,cagl,5.2,15.6,,105.9000015,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92165,1,cagl,8.4,17.7,,114.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92166,1,cagl,7.1,19.3,,100.5999985,A,A,A,A,,,,,,,,,,,,,,,old injury,,7/3/2018,Prestipino/Wilson
920,92167,1,nysy,1.4,17.5,,136.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
920,92170,1,qual,2.7,14.3,,228.1000061,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92171,1,nysy,2.1,1,,238.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92172,1,litu,4.6,4,,444.8999939,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92173,1,cato,8.6,1.6,,209.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92175,1,cato,8,2.3,,333.2999878,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92176,1,cato,9.5,4.2,,113.5999985,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92177,1,litu,6.9,5.7,,318.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92179,1,litu,1.5,6.7,,319.8999939,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92181,1,caovl,14,2.4,,222.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92182,1,cato,15,1.3,,180.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92183,1,cagl,17.3,1,,131.3999939,A,DS,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92185,1,cagl,19,6.7,,237.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92188,1,litu,14.3,9.2,,627,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92190,1,litu,10.6,6.3,,265.6000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92195,1,cato,18.6,15.7,,168.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92197,1,cato,12,16.9,,376.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92199,1,saal,5.4,10.7,DS,180,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92200,1,qual,7.9,10.2,,220.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92202,1,quru,7.7,16.6,,709.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92204,1,cagl,6.6,17.6,,359.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92205,1,acru,2.4,18.4,,177.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
921,92206,1,quru,2.4,17,,198.8000031,A,A,AU,DS,204,3,I,K,F,B,,,,,,,,,,yes,7/3/2018,Prestipino/Wilson
922,92208,1,nysy,5,3.4,,127.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92209,1,fagr,8,0.7,,102.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92210,1,cato,9.8,3.8,,243.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92212,1,quve,5.7,9.4,,290.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92214,1,litu,2.2,4.1,,499.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92220,1,nysy,14.7,1.9,,288.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92222,1,cagl,16.9,5.7,,122,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92228,1,nysy,1.4,3,DS,139.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92231,1,cato,18,10.2,,100.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92233,1,nysy,17.5,15.3,,106.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92234,1,qual,20,19.1,DS,193.1000061,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92237,1,nysy,14.7,19.5,,218.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92238,1,quve,10.8,18.3,,756.2999878,A,A,A,A,,,,,,,,,,,,,,tag missing,,,7/3/2018,Prestipino/Wilson
922,92239,1,nysy,10.1,16.9,,105.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92245,1,ceca,12,11.5,I,101.6999969,A,A,AU,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92247,1,litu,8.6,11.1,,430.7000122,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92249,1,nysy,9.7,16,,205.3999939,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92250,1,quru,6.2,14.8,,229.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92251,1,cagl,4.3,17.6,,107.0999985,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
922,92255,1,nysy,1.1,13.8,,115.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
923,92261,1,prse,5.1,8.7,,103.6999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
923,92269,1,ceca,19.8,1.7,DC,177.6999969,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
923,92270,1,acru,19.8,5.2,M,190,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
923,92280,1,quve,15,6.9,,650.2999878,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
923,92284,1,fram,10.4,8.9,M,39.29999924,A,A,A,AU,,,S,R,,,,,,2,0,"VB, SS, DE",2,,,,7/3/2018,Prestipino/Wilson
923,92284,2,fram,10.4,8.9,S,18.79999924,A,DS,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
923,92287,1,cato,10.7,1.3,,126.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
923,92318,1,litu,19.6,18.7,,189.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
923,92339,1,litu,1.2,10.9,,528.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
923,92340,1,nysy,3.6,12.7,,135.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
923,92342,1,cagl,6.2,15.1,,500,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
923,92343,1,cagl,6.5,17.1,,246.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
923,92345,1,nysy,17.8,19.8,,323.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
923,92347,1,quru,1.4,14.5,,550.0999756,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
924,92348,1,caovl,5.8,4.5,,487.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
924,92350,1,litu,1.6,6.6,,282.8999939,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
924,92351,1,litu,0.5,5.4,,150.1999969,DS,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
924,92360,1,litu,19,6.5,,103.0999985,A,DS,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
924,92361,1,quru,18.7,5.5,,225.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
924,92362,1,litu,18,7.2,,329.7999878,A,A,A,DC,342,2,CD,UP,CR,,,,,,,,,,leaning,,7/3/2018,Prestipino/Wilson
924,92363,1,quve,11.4,8,DS,545.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
924,92365,1,qual,11.1,2.9,,483.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
924,92371,1,litu,16.6,19.9,,243.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
924,92372,1,litu,11.9,19.9,,318.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
924,92375,1,litu,10.5,15.4,,346.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
924,92376,1,litu,10.2,14.7,I,366.2000122,A,AU,AU,AU,,,,R,,,,,,,,,,woodpecker activity,new growth,,7/3/2018,Prestipino/Wilson
924,92377,1,litu,10.3,14,,590.7000122,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
924,92381,1,ceca,7.5,13,B,140.3000031,A,A,AU,AU,,,,R,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
924,92383,1,qual,2.1,14.7,,405.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
925,92384,1,litu,2.2,1.5,,124.1999969,A,A,A,DS,130,2,S,B,R,,,,,,,,,break at ? 6m,"break @ ~6m, SS",,7/3/2018,Prestipino/Wilson
925,92386,1,litu,6.4,0.2,,367,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
925,92387,1,litu,7.3,4.7,,541,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
925,92388,1,acru,8.8,5.9,DC,125.8000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
925,92389,1,litu,2.9,3.9,,266.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
925,92392,1,prav,19.6,3.4,M,174.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
925,92393,1,cagl,19.8,7.7,,617,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
925,92401,1,nysy,9.5,10.1,,119.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
925,93358,1,caca,4.1,14.8,,134.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92408,1,nysy,2.8,2.3,M,225.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92408,2,nysy,2.8,2.3,S,145,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92409,1,litu,5,0.4,M,567.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92409,2,litu,5,0.4,S,464.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92410,1,litu,5.5,3.8,,434,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92411,1,acru,9.6,7,,148,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92412,1,litu,6.9,7.5,DC,133.3000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92414,1,litu,11.2,0.9,,432.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92415,1,nysy,12.4,0.2,,206.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92416,1,fram,14,5.5,DC,34.70000076,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92417,1,litu,16.2,8.6,,260.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92418,1,litu,15.2,6.4,,190.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92422,1,nysy,12.6,7,,158.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92424,1,litu,10.8,10.4,,330,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92425,1,divi,19,13.5,,171.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92427,1,litu,17.3,15,,134.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92434,1,unk,16.6,18,DS,1001.099976,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92435,1,nysy,13.4,18,,171.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92436,1,litu,0.6,15,,149.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92437,1,litu,3.2,12.1,,480.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92438,1,litu,4.1,13.5,,280,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92439,1,nysy,8.9,10.9,,187.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
926,92442,1,litu,0.8,13.4,,192,A,DS,PD,PD,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
927,92443,1,quru,1.2,0.9,,755.9000244,A,AU,AU,A,,,,,,,,,,,,,,DF half of crown,stressed,,7/3/2018,Prestipino/Wilson
927,92444,1,fram,7,0,,53.29999924,No sampled,A,A,A,,,I,,,,,,,1,1,SS,,,,,7/3/2018,Prestipino/Wilson
927,92445,1,nysy,6,3,,227.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
927,92447,1,litu,9.7,4.7,,166.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
927,92449,1,litu,6.5,7.1,,563.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
927,92450,1,cagl,11.2,1,M,379.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
927,92450,2,cagl,11.2,1,S,348.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
927,92452,1,litu,10.8,11.2,,504.5,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
927,92454,1,caovl,18.6,13.7,M,469.8999939,A,A,A,A,,,,,,,,,,,,,,,,,7/3/2018,Prestipino/Wilson
