tag,stemtag,sp,quadrat,biannual,cored,year.cored,dbh2008,dbh2013,dbh2018,crown.position
200812,1,juni ,2008,1,0,NA,540.7,548,,
200818,1,litu ,2008,1,0,NA,339.2,344.5,,
200822,1,litu ,2008,1,0,NA,786.8,820,,
200988,1,litu,2010,0,1,2010-2011,361.7,389.2,,
201207,1,litu ,2012,1,0,NA,1279.8,1310.5,,
201261,1,juni,2013,1,1,2010-2011,454.1,480,,
201264,1,litu ,2014,1,0,NA,401.2,419.1,,
201274,1,litu ,2014,1,0,NA,582.7,606.8,,
201278,1,litu ,2014,1,0,NA,621.2,641.8,,
201279,1,quru ,2014,1,0,NA,413.7,446.3,,
201432,1,quve ,2016,1,0,NA,411.8,429,,
201441,1,litu ,2016,1,0,NA,732.3,763,,
202050,1,qual ,2019,1,0,NA,464.7,480.5,,
202072,1,qual ,2020,1,0,NA,692.2,710.1,,
202103,1,qupr,2022,0,1,2010-2011,108.4,115.5,,
202118,1,quve ,2023,1,0,NA,679.7,698.2,,
202162,1,litu,2024,0,1,2010-2011,260.5,287.5,,
202201,1,cato ,2017,1,0,NA,127.7,131,,
202203,1,quru ,2017,1,0,NA,452,479.9,,
202212,1,quve ,2017,1,0,NA,585.8,598.7,,
202215,1,qual ,2017,1,0,NA,535,549.9,,
202230,1,qupr,2018,0,1,2010-2011,560.3,586.1,,
202283,1,litu ,2020,1,0,NA,230,258.1,,
202324,1,qupr,2021,0,1,2010-2011,104.8,108.2,,
202336,1,cagl ,2022,1,0,NA,403,430,,
202337,1,cagl ,2023,1,0,NA,388.1,417.2,,
202379,1,fram,2025,0,1,2010-2011,454.2,454.5,,
202444,1,litu ,2025,1,0,NA,614.7,650,,
202449,1,litu ,2026,1,0,NA,583,608.5,,
202496,1,quru,2026,0,1,2010-2011,230.1,242.9,,
202536,1,fram,2028,1,1,2010-2011,419.5,438.5,,
202541,1,fram ,2028,1,0,NA,455.3,455.1,,
202543,1,litu ,2028,1,0,NA,188,213,,
202545,1,litu ,2029,1,0,NA,298.7,330.4,,
202550,1,litu ,2029,1,0,NA,546.5,566.1,,
202581,1,fram ,2031,1,0,NA,253.2,264.2,,
202585,1,juni,2032,1,1,2010-2011,405,420.3,,
202586,1,fram ,2032,1,0,NA,407.7,438.9,,
202775,1,fram,2027,0,1,2010-2011,793.2,814,,
202933,1,fram,2030,0,1,2010-2011,227.8,232.8,,
202941,1,juni,2031,0,1,2010-2011,485,498.7,,
202971,1,fram ,2032,1,0,NA,443.2,455,,
